class_number,label,wordnet_id,umap_x,umap_y,mean_top1_train_resnet50,mean_top1_val_resnet50,mean_nsfw_train,mean_nsfw_val
436,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",n02814533,3.0855502999999995,5.450626000000001,0.4861538461538462,0.32,0.009221998414047458,0.008764161260351101
437,"beacon, lighthouse, beacon light, pharos",n02814860,1.7380688000000002,4.711113,0.8830769230769231,0.8,0.008821242208398741,0.006581633289897582
438,beaker,n02815834,-0.17458534,7.046817999999999,0.7876923076923077,0.46,0.018989067841650758,0.0437907920045538
439,"bearskin, busby, shako",n02817516,2.1841385,7.6094084,0.9032258064516128,0.92,0.052780004730868905,0.08204870953712089
440,beer bottle,n02823428,0.1158317,6.9263577000000005,0.7946153846153846,0.74,0.030516180947036026,0.04256809828284532
441,beer glass,n02823750,0.03326967,7.026503999999999,0.8476923076923077,0.72,0.04663539821360888,0.07803568995185743
442,"bell cote, bell cot",n02825657,3.5494983,7.1450925000000005,0.7169230769230769,0.48,0.011290602251859813,0.01565057772252203
443,bib,n02834397,1.3450328,7.2303505,0.8630769230769231,0.62,0.02896035378057569,0.05473676648391823
444,trikes,n02835271,3.2067818999999997,4.457251,0.8315384615384616,0.74,0.09535707323393812,0.06947772337495735
445,"bikini, two-piece",n02837789,1.0401638000000002,7.1288314,0.8492307692307692,0.64,0.8593693262799897,0.7298584918474171
446,"binder, ring-binder",n02840245,0.72477674,6.183916,0.6976923076923077,0.6,0.01316566951270666,0.005726868667696561
447,"binoculars, field glasses, opera glasses",n02841315,0.6828168000000001,4.5142365,0.7415384615384616,0.44,0.08912819318246673,0.10922688141354228
448,birdhouse,n02843684,1.4912219999999998,8.227205999999999,0.8730769230769231,0.8,0.015510651565894913,0.02114279030955004
449,boathouse,n02859443,3.6017787000000006,5.7141175,0.77,0.66,0.0049444300928770425,0.007395480354643952
450,"bobsled, bobsleigh, bob",n02860847,3.538436,4.9791245,0.9023076923076924,0.82,0.03901090933318475,0.020878168674994414
451,"bolo tie, bolo, bola tie, bola",n02865351,1.9893848000000003,6.9065433,0.88,0.8,0.019957569249534655,0.019792635083278862
452,"bonnet, poke bonnet",n02869837,0.883589,6.6657205,0.7876923076923077,0.64,0.10972372414836608,0.08969022913819573
453,bookcase,n02870880,-0.23306765,5.637467,0.7676923076923077,0.62,0.02643493846647588,0.02514191580756069
454,"bookshop, bookstore, bookstall",n02871525,1.5914191999999998,6.334783,0.7246153846153847,0.48,0.03747590685299669,0.03971577259122569
455,bottlecap,n02877765,1.1745063999999998,7.9072495,0.8061538461538461,0.54,0.025465845660808537,0.00991000614065058
456,bow,n02879718,2.1733540000000002,6.839595,0.6861538461538461,0.42,0.0826999192568409,0.09547049125239873
457,"bow tie, bow-tie, bowtie",n02883205,2.0412083,6.9763470000000005,0.6561538461538462,0.64,0.0977308674633388,0.0774391379273311
458,"brass, memorial tablet, plaque",n02892201,1.8296164000000001,5.4855339999999995,0.89,0.86,0.007885959715616645,0.009562012469211822
459,"brassiere, bra, bandeau",n02892767,1.2045403000000001,7.331069,0.6776923076923077,0.48,0.6102334065168428,0.5251280380235311
460,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",n02894605,3.5961456,5.726188700000001,0.8184615384615385,0.68,0.01304028951050769,0.014519694777989115
461,"breastplate, aegis, egis",n02895154,1.6264014,7.088298,0.6592307692307692,0.38,0.0583315835147057,0.08993499841899101
462,broom,n02906734,1.8728223999999998,5.4596953,0.7423076923076923,0.48,0.043308801609341516,0.0509580978615486
463,"bucket, pail",n02909870,0.9094952,5.9346657,0.6876923076923077,0.5,0.07136136218786998,0.0821446277927166
464,buckle,n02910353,1.6507154999999998,6.671479700000001,0.693076923076923,0.5,0.040823046650664135,0.046006914007961086
465,bulletproof vest,n02916936,1.8970508999999998,7.371604400000001,0.8078231292517006,0.42,0.034341169195852096,0.07568904518161106
466,"bullet train, bullet",n02917067,2.3801740000000002,4.960111599999999,0.946923076923077,0.92,0.04064415264812386,0.018406725110344267
467,"butcher shop, meat market",n02927161,1.5165076000000002,6.2795510000000005,0.88,0.76,0.06429220931865075,0.06780542979962774
468,"cab, hack, taxi, taxicab",n02930766,2.6753988,4.1857370000000005,0.8207692307692308,0.74,0.017902071386446387,0.031210796738378118
469,"caldron, cauldron",n02939185,-0.6120329000000001,7.394213000000001,0.7192307692307692,0.36,0.042131368895429545,0.07830541155286483
470,"candle, taper, wax light",n02948072,0.17285141,5.6950197,0.8076923076923077,0.62,0.05597338848244975,0.05323852852709934
471,cannon,n02950826,2.3531141,5.466537000000001,0.8253846153846154,0.82,0.03245372767103467,0.02860820240428438
472,canoe,n02951358,3.5493271,5.504166000000001,0.8769230769230769,0.92,0.08615195195589335,0.04964763362713711
473,"can opener, tin opener",n02951585,1.6638824,5.0269933,0.6492307692307693,0.62,0.0349073984084587,0.019745384520911725
474,tweed,n02963159,2.1092036,7.444327,0.7915384615384615,0.7,0.2235164077316496,0.2636875994937602
475,car mirror,n02965783,2.2221336,4.411782,0.9246153846153846,0.92,0.027700766363854646,0.015729899669472615
476,"carousel, carrousel, merry-go-round, roundabout, whirligig",n02966193,1.0010144,5.3741384000000005,0.9084615384615384,0.88,0.0765415885382922,0.0892750687582884
477,"carpenter's kit, tool kit",n02966687,1.1027664,5.7820535,0.7315384615384616,0.54,0.012567918176380508,0.013763894499784685
478,carton,n02971356,0.6194356,6.331901,0.8407692307692308,0.62,0.04064144852367912,0.04920536073088442
479,car wheel,n02974003,2.5601797000000004,4.305567,0.6392307692307693,0.36,0.012052229721053591,0.008326190969658
480,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",n02977058,1.6670406999999998,4.8547306,0.8369230769230769,0.76,0.036837627929554966,0.028552784741841607
481,cassette,n02978881,1.4692768999999999,3.8906536,0.7546374367622259,0.44,0.013800171645772559,0.028128762881312924
482,cassette player,n02979186,1.4300661,3.8338523,0.4961538461538462,0.28,0.010768965619420036,0.003425012264292059
483,castle,n02980441,2.8027843999999997,6.455045,0.91,0.78,0.003585593815468361,0.0030733002466638484
484,catamaran,n02981792,3.7823589999999996,5.318148000000001,0.7453846153846154,0.64,0.01533663123009346,0.007028088921360904
485,CD player,n02988304,1.4838665,3.907625,0.5823076923076923,0.36,0.014615466851228491,0.012924305078664702
486,"cello, violoncello",n02992211,2.2256997000000003,2.7128303,0.6838461538461539,0.72,0.20277045086659468,0.22798079897147544
487,"cellular telephone, cellular phone, cellphone, cell, mobile phone",n02992529,0.85226905,4.0282707,0.6384615384615384,0.7,0.07383392654343805,0.016720338986130585
488,chain,n02999410,1.6469171000000002,5.677289,0.69,0.36,0.08198310570885538,0.04288504425490828
489,chainlink fence,n03000134,0.77890515,5.347331,0.9,0.82,0.0497091833161584,0.046174609660376974
490,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",n03000247,1.5913262,5.3537707,0.8484615384615385,0.58,0.09948833128295206,0.06543008829894091
491,"chain saw, chainsaw",n03000684,1.6854258999999998,5.5579824,0.8676716917922948,0.84,0.06162213020198624,0.04313949010496799
492,chest,n03014705,1.0458571,6.552104,0.7792307692307693,0.64,0.01697549296511004,0.029292870450909725
493,"chiffonier, commode",n03016953,-0.34873277,5.833708000000001,0.7907692307692308,0.2,0.005095371939400321,0.026521369500738103
494,"chime, bell, gong",n03017168,1.41382,4.371612,0.6346153846153846,0.64,0.031494785971931644,0.04871611460173426
495,"china cabinet, china closet",n03018349,1.2451065000000001,5.560071,0.8553846153846154,0.84,0.018230704359704458,0.015144027746169969
496,Christmas stocking,n03026506,2.3114619999999997,7.0766735,0.913846153846154,0.84,0.0568600569486789,0.060275624753303426
497,"church, church building",n03028079,2.5946562,6.1214037,0.7746153846153846,0.62,0.007737622986425625,0.01744110983923065
498,"cinema, movie theater, movie theatre, movie house, picture palace",n03032252,0.8896120999999999,4.5619510000000005,0.8276923076923077,0.6,0.016386049217338525,0.008765857835260248
499,"cleaver, meat cleaver, chopper",n03041632,1.7460663,6.5305667000000005,0.6541705716963448,0.26,0.05531309855647642,0.06927263475844939
500,cliff dwelling,n03042490,2.996315,6.4550114,0.9346153846153846,0.84,0.023498826940580364,0.031203821175149637
501,cloak,n03045698,1.7158139,7.4616337,0.6783284742468416,0.26,0.06853748252644765,0.07793732288271712
502,"clog, geta, patten, sabot",n03047690,1.7298278999999999,6.675396000000001,0.7169230769230769,0.54,0.12584810771815974,0.07065855655712103
503,cocktail shaker,n03062245,0.043738503,7.100539,0.7651646447140381,0.52,0.028175377944094426,0.03837951655037188
504,coffee mug,n03063599,-0.3726193,6.981152000000001,0.6946153846153846,0.58,0.05650830341328163,0.10068750390818736
505,coffeepot,n03063689,-0.5095337999999999,6.986263,0.6907692307692308,0.62,0.04810749970115776,0.04557058740110733
506,"coil, spiral, volute, whorl, helix",n03065424,1.4232673999999998,5.006441000000001,0.8015384615384615,0.58,0.032381795424648856,0.009724826865808323
507,combination lock,n03075370,1.3894858,4.938805,0.7606907894736842,0.6,0.02900435704862968,0.035579848790723165
508,"computer keyboard, keypad",n03085013,0.6734380999999999,4.0327744,0.7115384615384616,0.66,0.07751160114289801,0.09508165338918843
509,"confectionery, confectionary, candy store",n03089624,-0.13661388,7.884586,0.6976923076923077,0.54,0.05938085170055282,0.08574622098909457
510,"container ship, containership, container vessel",n03095699,2.6814504,5.19409,0.87,0.82,0.0063024093447960824,0.002320904674033955
511,convertible,n03100240,2.6276927000000003,4.035916,0.7153846153846154,0.72,0.02444879414503964,0.013457698234604435
512,"corkscrew, bottle screw",n03109150,0.1851215,6.745891599999999,0.76,0.72,0.03772178539539567,0.016385781475992074
513,"cornet, horn, trumpet, trump",n03110669,2.3625035,2.5616388,0.6923076923076923,0.5,0.07378951479801547,0.10639442997210607
514,cowboy boot,n03124043,2.0965471,6.9618144,0.6907692307692308,0.58,0.14007124465566126,0.16625594456540965
515,"cowboy hat, ten-gallon hat",n03124170,2.14453,7.4115205,0.7292307692307692,0.62,0.14935412413512691,0.1503344002027916
516,cradle,n03125729,0.18202996,5.83376,0.7007692307692308,0.5,0.05497636130062111,0.05576204084300116
517,Gantry,n03126707,2.1011693,4.557274,0.8392307692307692,0.74,0.009426371375442215,0.0125335943044729
518,crash helmet,n03127747,2.7422793,4.897441400000001,0.71,0.84,0.04307759133687044,0.018288526082647538
519,crate,n03127925,5.3587203,7.889223599999999,0.7815384615384615,0.48,0.02424476305346126,0.03689707056468365
520,"crib, cot",n03131574,0.10221215,5.8590126,0.8730769230769231,0.58,0.05095389676253905,0.04594209263050288
521,Crock Pot,n03133878,-0.52502435,7.386711,0.7775905644481887,0.72,0.02337227354955357,0.011460683689201688
522,croquet ball,n03134739,-0.93477625,4.821880999999999,0.8515384615384616,0.84,0.14913144036430928,0.1658793984861677
523,crutch,n03141823,1.1746124,5.9918776,0.64,0.48,0.1377126846210201,0.04894751828494009
524,cuirass,n03146219,1.5601184,7.105071000000001,0.6353846153846154,0.38,0.05227868295251332,0.06949039417385051
525,"dam, dike, dyke",n03160309,2.0991383,6.3707476,0.813076923076923,0.72,0.009067154434291812,0.014625088433822384
526,desk,n03179701,-0.13009539,5.205655,0.5738461538461539,0.4,0.04091715439566067,0.03733239579887595
527,desktop computer,n03180011,0.63559866,4.0573387,0.6738461538461539,0.58,0.020284156342151215,0.015807195569088116
528,"dial telephone, dial phone",n03187595,0.93574446,4.0518756,0.8361538461538461,0.8,0.028079713475284124,0.00522612990733478
529,"diaper, nappy, napkin",n03188531,0.5551307,6.0881944,0.696923076923077,0.6,0.3221987808079825,0.35585374574111484
530,digital clock,n03196217,0.99704915,4.114768,0.8038461538461539,0.6,0.018703366596124427,0.011487237063506654
531,digital watch,n03197337,1.0772481000000003,4.181037399999999,0.78177727784027,0.56,0.02720906725573449,0.0405812160516291
532,"dining table, board",n03201208,0.037366662,5.3725824,0.8046153846153846,0.72,0.035315857275699206,0.06756210553779965
533,"dishrag, dishcloth",n03207743,1.0099782,7.430471400000001,0.8684615384615385,0.84,0.02058662000104809,0.010237696616421772
534,"dishwasher, dish washer, dishwashing machine",n03207941,-0.89500815,6.674332000000001,0.7723076923076924,0.48,0.0570322689491827,0.0844718295827428
535,"disk brake, disc brake",n03208938,1.7413300999999999,4.0981565,0.7661538461538462,0.72,0.023017303671068426,0.034094950894491376
536,"dock, dockage, docking facility",n03216828,3.4908917,5.6270413,0.7291494632535095,0.62,0.008551799739353206,0.013269703376672623
537,"dogsled, dog sled, dog sleigh",n03218198,3.5998672999999997,5.0898832999999994,0.9130769230769232,0.9,0.015465513898134437,0.025062689398073417
538,dome,n03220513,1.6299298,5.7949470000000005,0.6776923076923077,0.6,0.009831726043766104,0.00812058510926633
539,"doormat, welcome mat",n03223299,1.3402438,7.1392045,0.8007692307692308,0.58,0.024067608411651443,0.04397389541605037
540,"drilling platform, offshore rig",n03240683,1.6043195,5.1213489999999995,0.9184615384615384,0.9,0.0031058505443491893,0.0029091031411996936
541,"drum, membranophone, tympan",n03249569,2.0217016,3.4037008,0.7723076923076924,0.5,0.08590271898058881,0.07348634279910621
542,drumstick,n03250847,0.23136751,8.434422999999999,0.59,0.44,0.1500971848243024,0.18228943360360966
543,dumbbell,n03255030,0.70875645,5.574792400000001,0.6953846153846154,0.5,0.1859401765490262,0.26569727428330225
544,Dutch oven,n03259280,-0.7711372,7.2960796000000006,0.7769230769230769,0.68,0.04612824147347402,0.07715374451411662
545,"electric fan, blower",n03271574,1.9208214,4.664087,0.796923076923077,0.78,0.03755914596872347,0.022619759174386696
546,electric guitar,n03272010,2.108709,3.3562932,0.8323076923076923,0.64,0.06423569011211767,0.07189694853255787
547,electric locomotive,n03272562,2.2797022,4.556697,0.8884615384615384,0.78,0.009072131514678826,0.006700615465342707
548,entertainment center,n03290653,1.0834,4.590001,0.8207692307692308,0.9,0.006741028252074417,0.003212838081254539
549,envelope,n03291819,0.7962819999999999,6.0732675,0.7015384615384616,0.36,0.03294911455339766,0.02315046474471956
550,espresso maker,n03297495,-0.46405053,6.874857,0.7904929577464789,0.66,0.02035853435466698,0.0017546312167488675
551,face powder,n03314780,0.69398946,7.1100516,0.7320034692107545,0.58,0.03695586257198904,0.030405179177534474
552,"feather boa, boa",n03325584,2.6892982000000005,8.127272999999999,0.8946153846153846,0.74,0.14296912809400628,0.10308430084613064
553,"file, file cabinet, filing cabinet",n03337140,1.0156308,4.4643809999999995,0.7446153846153846,0.8,0.019117345973798258,0.011734375845986734
554,fireboat,n03344393,3.5906012,5.138378599999999,0.923846153846154,0.96,0.004950894566000704,0.0030114558799414232
555,"fire engine, fire truck",n03345487,1.9450923999999998,4.742172,0.8969230769230769,0.86,0.012642150897708749,0.016869433755291537
556,"fire screen, fireguard",n03347037,0.8080983,4.672959,0.8107692307692308,0.48,0.00959037704690902,0.004536917533017473
557,"flagpole, flagstaff",n03355925,1.9955672999999998,5.8229527,0.8015384615384615,0.66,0.011000989234283241,0.00965794583450588
558,"flute, transverse flute",n03372029,2.2518827999999997,2.6846938,0.6692307692307692,0.32,0.1365113817788755,0.15549053104266933
559,folding chair,n03376595,-0.045094185,5.401805400000001,0.7584615384615384,0.64,0.03931730054591708,0.08609102049855209
560,football helmet,n03379051,-0.87722504,4.756002400000001,0.8861538461538462,0.84,0.12043248777930325,0.1210057380872422
561,forklift,n03384352,2.6820686,4.2772264,0.9115384615384616,0.88,0.01600739380655354,0.01765149956655492
562,fountain,n03388043,1.0933958000000001,6.649466,0.9007692307692308,0.88,0.025087013815567917,0.026852529889645208
563,fountain pen,n03388183,0.8856940000000001,6.597326,0.7723076923076924,0.58,0.031048638691755788,0.03344023808964117
564,four-poster,n03388549,-0.25433815,5.8784595,0.9353846153846154,0.84,0.028452825344493275,0.022061633784054638
565,freight car,n03393912,2.6427343,4.5178137000000005,0.913846153846154,0.94,0.010930861122095063,0.011465575657784938
566,"French horn, horn",n03394916,4.992493,6.9148855,0.8223076923076923,0.72,0.08263502052440631,0.04582700006835922
567,"frying pan, frypan, skillet",n03400231,-0.6101171999999999,7.431256299999999,0.6693944353518821,0.44,0.034034733779344684,0.02352678138463944
568,fur coat,n03404251,1.950009,7.6273246,0.8246153846153846,0.86,0.12858589755807148,0.18062356325965992
569,"garbage truck, dustcart",n03417042,2.6817176,4.383962,0.8923076923076924,0.8,0.009827547451041885,0.0034161174041855698
570,"gasmask, respirator, gas helmet",n03424325,1.2914288,7.1696854000000005,0.6723076923076923,0.66,0.114831377791936,0.09139216798347663
571,"gas pump, gasoline pump, petrol pump, island dispenser",n03425413,1.247368,5.40361,0.8930769230769231,0.86,0.030698024377410614,0.02204971852544986
572,goblet,n03443371,-0.18479684,6.852013,0.7853846153846153,0.58,0.037603157126272095,0.0587022843462637
573,go-kart,n03444034,3.2910163,4.5786815,0.8861538461538462,0.82,0.03753269262234516,0.035676582379201134
574,golf ball,n03445777,-0.88705486,4.827772599999999,0.9115384615384616,0.76,0.03433527645296157,0.02801461668583784
575,"golfcart, golf cart",n03445924,3.3578087999999995,4.549611,0.8892307692307693,0.84,0.057042226945331086,0.03817118345134077
576,gondola,n03447447,3.3635232000000004,5.378926,0.9692307692307692,0.92,0.01767834903426711,0.009770205353052008
577,"gong, tam-tam",n03447721,1.6430575,4.3197517,0.8026521060842434,0.7,0.0293675509202242,0.00756492053238095
578,gown,n03450230,1.3776472,7.459484599999999,0.6953846153846154,0.46,0.3745467428391122,0.275563987145797
579,"grand piano, grand",n03452741,2.1915798,2.8771717999999997,0.8323076923076923,0.66,0.05566370441895424,0.033757367380039795
580,"greenhouse, nursery, glasshouse",n03457902,1.0330219999999999,5.3696665999999995,0.8276923076923077,0.72,0.01584848613332042,0.007695403604193416
581,"grille, radiator grille",n03459775,0.74265105,5.2494106,0.7384615384615385,0.72,0.02483142477737161,0.020000939219207797
582,"grocery store, grocery, food market, market",n03461385,1.5522033000000002,6.306833999999999,0.5607692307692308,0.44,0.05568555439430122,0.06910872344800736
583,guillotine,n03467068,0.28810057,6.587175,0.8425565081839439,0.68,0.020734760236483008,0.013328210419495008
584,hair slide,n03476684,1.0951418,6.8155565000000005,0.676923076923077,0.26,0.04112994839258577,0.03412511908224815
585,hair spray,n03476991,0.7531587,6.984858999999999,0.5224489795918368,0.36,0.15427328424072076,0.12568428159152514
586,half track,n03478589,1.8200866999999998,5.2001610000000005,0.8776923076923077,0.8,0.020199602298889032,0.011379222500034985
587,hammer,n03481172,1.8044075000000002,5.3010187,0.6207692307692307,0.62,0.06976524886930542,0.0677481848365909
588,hamper,n03482405,0.41877997,6.314842,0.8061538461538461,0.56,0.025805708226223942,0.034276633156226026
589,"hand blower, blow dryer, blow drier, hair dryer, hair drier",n03483316,1.6795686,4.890766999999999,0.7376923076923076,0.52,0.1421329083855555,0.16343267058076605
590,"hand-held computer, hand-held microcomputer",n03485407,0.7993434,4.0831084,0.7234042553191491,0.42,0.022693657408576283,0.0689326616087309
591,"handkerchief, hankie, hanky, hankey",n03485794,1.1173098999999997,7.282929400000001,0.7669230769230769,0.72,0.03879606371385642,0.04127107377145876
592,"hard disc, hard disk, fixed disk",n03492542,1.6734091,4.058841,0.8038461538461539,0.7,0.015404238209117216,0.020176686809572856
593,"harmonica, mouth organ, harp, mouth harp",n03494278,2.211934,2.7447293,0.7253846153846154,0.64,0.11281950249456978,0.2080014601297222
594,harp,n03495258,2.2189775000000003,2.7424312,0.923846153846154,0.92,0.09932751194299858,0.09504269199187547
595,"harvester, reaper",n03496892,2.8115892000000002,4.6056004,0.7069230769230769,0.72,0.015336394356764257,0.012024339588226669
596,hatchet,n03498962,1.9034978999999999,5.413264,0.5982042648709316,0.5,0.05019270312761138,0.14200359935537565
597,holster,n03527444,1.837653,6.0458739999999995,0.8284615384615385,0.64,0.05799989875394625,0.0739715800191334
598,"home theater, home theatre",n03529860,1.0367665000000001,4.6581626,0.7884615384615384,0.66,0.03179202603104017,0.030364242097909937
599,honeycomb,n03530642,0.5027933,4.9612045,0.7938461538461539,0.48,0.025510307629666242,0.03406880532224818
600,"hook, claw",n03532672,1.6538933999999998,5.5117145,0.56,0.2,0.034446528391828844,0.043124024530691266
601,"hoopskirt, crinoline",n03534580,1.8267473,10.165661,0.7661538461538462,0.6,0.16105671757819948,0.13568335438161738
602,"horizontal bar, high bar",n03535780,0.8498655,4.934665,0.7253846153846154,0.64,0.15818466838635506,0.18414914719687656
603,"horse cart, horse-cart",n03538406,1.9020389,6.335928400000001,0.8830769230769231,0.78,0.04703651024875827,0.03197457590964405
604,hourglass,n03544143,2.0338292,6.537154699999999,0.9076923076923076,0.9,0.0814315925816916,0.030257690411876505
605,iPod,n03584254,1.3721311999999999,3.8966708,0.7576923076923077,0.7,0.04767413648935396,0.06931384664737948
606,"iron, smoothing iron",n03584829,1.7954139,5.670040599999999,0.7576923076923077,0.76,0.05244376723944556,0.04733115672759911
607,lanterns,n03590841,0.36909667,5.4433656,0.966153846153846,0.94,0.020703663101804732,0.007626528028158645
608,"jean, blue jean, denim",n03594734,4.1111407,6.99821,0.76,0.62,0.14315452407930046,0.1336613520624451
609,"jeep, landrover",n03594945,2.7442281000000004,4.1418605,0.9107692307692308,0.76,0.0132899218786675,0.0037052597408364822
610,"jersey, T-shirt, tee shirt",n03595614,-0.6763893,5.004853,0.7299610894941634,0.74,0.09652132874938196,0.09200322420844394
611,jigsaw puzzle,n03598930,2.565284,6.8076224000000005,0.8853846153846154,0.76,0.07501169006909106,0.05092293419078487
612,"jinrikisha, ricksha, rickshaw",n03599486,1.9394016,10.251603,0.9130769230769232,0.86,0.04825219560132904,0.04387565091137731
613,joystick,n03602883,0.61005974,3.8785879999999997,0.7038461538461539,0.66,0.041157442711912136,0.041070926094627015
614,kimono,n03617480,1.4861278999999998,7.622668300000001,0.8323076923076923,0.8,0.09192546880919067,0.10717366306853364
615,knee pad,n03623198,1.1351367,6.3120199999999995,0.7407692307692307,0.7,0.1190309940728447,0.16087661396946232
616,knot,n03627232,1.9009681,6.8897247,0.8376923076923077,0.76,0.07589069370971181,0.06417379365746456
617,"lab coat, laboratory coat",n03630383,1.9503449000000002,7.4114976,0.7692307692307693,0.76,0.08516834744410781,0.11416253836210673
618,ladle,n03633091,-0.20596951,7.072845,0.5307692307692308,0.32,0.07330429497754942,0.04627233262090158
619,"lampshade, lamp shade",n03637318,0.27015734,5.6035,0.69,0.48,0.06490469755938552,0.04417828194542835
620,"laptop, laptop computer",n03642806,0.63606095,4.095749,0.5846153846153846,0.28,0.07081648316079392,0.05509485496435915
621,"lawn mower, mower",n03649909,2.7356117,4.3354383,0.8053846153846154,0.82,0.061986087584319574,0.08101357818557517
622,"lens cap, lens cover",n03657121,0.95933807,5.9881105,0.81,0.38,0.0776212638608153,0.06847014149716417
623,"letter opener, paper knife, paperknife",n03658185,1.5665373,5.286575,0.5324543610547667,0.18,0.021733896813328664,0.10807448986477083
624,library,n03661043,1.3077729999999999,4.761419,0.71,0.5,0.05072161647963001,0.032709721657884085
625,lifeboat,n03662601,3.5964758000000003,5.349121,0.9176923076923076,0.92,0.013859754151485808,0.01144456247386188
626,"lighter, light, igniter, ignitor",n03666591,0.9083264999999999,5.6143823,0.7638461538461538,0.64,0.09811682535255838,0.0734637139564984
627,"limousine, limo",n03670208,2.7286314999999997,4.4052896,0.8015384615384615,0.72,0.03238276827110167,0.03435332656797868
628,"liner, ocean liner",n03673027,0.8088876,6.3162227,0.8653846153846154,0.86,0.004768240922959942,0.003493816545937989
629,"lipstick, lip rouge",n03676483,0.64498645,6.928082000000001,0.7715384615384615,0.72,0.16159223298554448,0.10641794478056113
630,Loafer,n03680355,1.8364028000000001,6.7473717,0.7537379067722075,0.7,0.14673486919896964,0.18823642759613904
631,lotion,n03690938,0.31247687,6.87955,0.5880503144654088,0.56,0.060114241744604564,0.03612208258639901
632,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",n03691459,1.0320036,3.9144370000000004,0.6169230769230769,0.5,0.012102625964391236,0.02509498366012063
633,"loupe, jeweler's loupe",n03692522,0.6424134,4.614508,0.6861538461538461,0.26,0.054080208421294886,0.0947162466728014
634,"lumbermill, sawmill",n03697007,1.9845926999999999,10.188722,0.8146153846153846,0.62,0.02932324614968923,0.03903996557389292
635,magnetic compass,n03706229,1.487447,4.759409,0.7246753246753247,0.5,0.00579245738131826,0.009731385704859577
636,"mailbag, postbag",n03709823,-0.9255696,4.7452674,0.6238461538461538,0.66,0.03636640722599775,0.03128255504417976
637,"mailbox, letter box",n03710193,0.8352011,4.6419015,0.8346153846153846,0.8,0.01817107883405127,0.009511522043858349
638,leotards,n03710637,1.3946319,7.701705499999999,0.30230769230769233,0.16,0.8019758310514976,0.8669827302866042
639,unitards,n03710721,1.5121468,7.8435507,0.5384615384615384,0.28,0.7682779637851882,0.8336190681666358
640,manhole cover,n03717622,0.7010712,5.7477956,0.943846153846154,0.94,0.006516748178746428,0.0061405956637892705
641,maraca,n03720891,0.48217082,7.7067857,0.6853846153846154,0.64,0.1079590629004973,0.053416443701048345
642,"marimba, xylophone",n03721384,2.2606304,2.6653147,0.9130769230769232,0.88,0.07377800280017709,0.12169261957292064
643,mask,n03724870,1.1721051000000002,6.991637,0.7115384615384616,0.5,0.06494759735461934,0.10043609022601233
644,matchstick,n03729826,0.45175713,5.0845156,0.8192307692307692,0.64,0.08364787829560698,0.1014733536818858
645,maypole,n03733131,1.3571631000000002,7.832674000000001,0.9053846153846152,0.9,0.040258287670461856,0.047091625057691995
646,"maze, labyrinth",n03733281,2.5843182000000002,6.7098007,0.8953846153846153,0.9,0.027387568589102337,0.047241726010761334
647,measuring cup,n03733805,-0.28446147,7.1670050000000005,0.7615384615384615,0.66,0.02321975698337961,0.047643726470460016
648,"medicine chest, medicine cabinet",n03742115,1.1069008,6.524679,0.816923076923077,0.64,0.02131131707398817,0.026906521815532183
649,"megalith, megalithic structure",n03743016,2.4631124,6.1386404,0.8746153846153846,0.8,0.01076487787698443,0.010850294799474795
650,"microphone, mike",n03759954,0.93585527,4.0496655,0.6607692307692308,0.48,0.09905993420116427,0.11642804561687628
651,"microwave, microwave oven",n03761084,-0.90577215,6.760074,0.79,0.56,0.01553247384085112,0.060449651883416215
652,military uniform,n03763968,2.4850058999999995,5.328828,0.7653846153846153,0.66,0.0605178004142297,0.051252643460538816
653,milk can,n03764736,0.44419903,7.2476244,0.7866909753874203,0.66,0.03649482721516585,0.05375008379820656
654,minibus,n03769881,2.742915,4.4074230000000005,0.7507692307692307,0.74,0.01173711224834551,0.009781526587321423
655,"miniskirt, mini",n03770439,1.2379415,7.4670725000000004,0.7115384615384616,0.42,0.6194250639773964,0.5408866261522053
656,minivan,n03770679,2.836827,4.335567500000001,0.7530769230769231,0.46,0.014081959471371287,0.01869333389756321
657,missile,n03773504,2.6980147,5.29507,0.6146153846153846,0.38,0.03630013322440736,0.05628462311005933
658,mitten,n03775071,1.9015993999999998,7.5041075,0.8469230769230769,0.66,0.07904552744941666,0.08112151746422364
659,mixing bowl,n03775546,-0.16965704,7.281821000000001,0.6207692307692307,0.72,0.057453925694995266,0.06941036271076598
660,"mobile home, manufactured home",n03776460,1.0998458,4.4057417,0.8115384615384615,0.62,0.0051405622785094356,0.01914654491632064
661,Model T,n03777568,2.1491814,4.8744287,0.8815384615384615,0.86,0.01782425729248033,0.02051476820888638
662,modem,n03777754,0.7716512,3.969449,0.6614447345517842,0.64,0.015937660678494087,0.028704821185536387
663,monastery,n03781244,2.657844,6.2198205,0.6034632034632035,0.48,0.006736567284552616,0.00825982861416378
664,monitor,n03782006,0.8242924999999999,4.0969114,0.3930769230769231,0.28,0.02937599662309305,0.05041723072105697
665,moped,n03785016,3.215007,4.462898,0.59,0.54,0.04633104316432473,0.07714811673376971
