class_ind,class_name,n_images
29502,grange,2353
29503,granger,2179
29504,granite,2123
29505,granite_state,1542
29506,granite_stater,57
29507,graniteware,1274
29508,grannie,1893
29509,granny,2102
29510,granny_knot,257
29511,granny_smith,1554
29512,grannys_bonnets,178
29513,granola,1671
29514,granola_bar,969
29515,grant,2210
29516,grant_wood,1522
29517,grantee,1805
29518,granter,702
29519,grantor,1130
29520,granular_pearlite,1
29521,granulated_sugar,1296
29522,granulation,1390
29523,granulation_tissue,745
29524,granule,1339
29525,granulocyte,786
29526,granville-barker,161
29527,granville_stanley_hall,21
29528,grape,2389
29529,grape-leaf_begonia,10
29530,grape_arbor,1266
29531,grape_arbour,113
29532,grape_fern,530
29533,grape_hyacinth,1505
29534,grape_jelly,1332
29535,grape_juice,1936
29536,grape_louse,12
29537,grape_phylloxera,237
29538,grape_sugar,1363
29539,grapefruit,2409
29540,grapefruit_juice,1585
29541,grapefruit_peel,314
29542,grapeshot,535
29543,grapevine,1865
29544,graph_paper,1577
29545,graphic,2705
29546,graphic_art,2039
29547,graphic_artist,2212
29548,graphic_tellurium,24
29549,graphics,2241
29550,graphite,2409
29551,graphologist,530
29552,graphology,1213
29553,grapnel,565
29554,grapnel_anchor,280
29555,grappa,1965
29556,grappelli,1029
29557,grapple,1740
29558,grappler,1284
29559,grappling_hook,1209
29560,grappling_iron,50
29561,graptophyllum_pictum,167
29562,grass,2761
29563,grass-leaved_golden_aster,54
29564,grass-of-parnassus,614
29565,grass_bacillus,11
29566,grass_fern,1535
29567,grass_finch,373
29568,grass_frog,1523
29569,grass_parakeet,224
29570,grass_pea,560
29571,grass_pink,1795
29572,grass_poly,459
29573,grass_skirt,1539
29574,grass_snake,1292
29575,grass_tree,1746
29576,grass_vetch,176
29577,grass_vetchling,83
29578,grass_widow,315
29579,grass_widower,20
29580,grass_wrack,31
29581,grassfinch,80
29582,grasshopper,2014
29583,grasshopper_mouse,341
29584,grassland,2304
29585,grassy_death_camas,1
29586,grate,2298
29587,grated_cheese,1640
29588,grater,1999
29589,graticule,1291
29590,grating,1906
29591,grave,2251
29592,grave_mound,615
29593,gravedigger,1896
29594,gravel,2405
29595,gravel_pit,1388
29596,gravelweed,22
29597,graven_image,1547
29598,graver,1635
29599,graverobber,622
29600,graves,2337
29601,gravestone,1981
29602,graveyard,2498
29603,gravida,2367
29604,gravida_i,749
29605,gravida_ii,42
29606,gravida_iii,22
29607,gravimeter,812
29608,graving_dock,632
29609,graving_tool,50
29610,gravitation,2126
29611,gravitational_attraction,524
29612,gravitational_field,1164
29613,gravitational_force,919
29614,gravitational_interaction,258
29615,graviton,1303
29616,gravity,2718
29617,gravity-assist,469
29618,gravity_bomb,358
29619,gravity_fault,160
29620,gravity_meter,962
29621,gravure,2510
29622,gravy,2415
29623,gravy_boat,1484
29624,gravy_holder,142
29625,gray,2670
29626,gray_alder,268
29627,gray_area,1933
29628,gray_birch,1059
29629,gray_catbird,1170
29630,gray_flounder,486
29631,gray_fox,955
29632,gray_goldenrod,373
29633,gray_hen,369
29634,gray_jay,1657
29635,gray_kingbird,412
29636,gray_lemming,75
29637,gray_matter,1417
29638,gray_mullet,377
29639,gray_partridge,705
29640,gray_polypody,9
29641,gray_poplar,285
29642,gray_sage,1242
29643,gray_sea_eagle,73
29644,gray_skate,604
29645,gray_snapper,717
29646,gray_sole,372
29647,gray_substance,198
29648,gray_whale,1177
29649,gray_willow,923
29650,gray_wolf,1741
29651,grayback,911
29652,graybeard,997
29653,grayhen,4
29654,graylag,153
29655,graylag_goose,118
29656,graz,2641
29657,graze,1801
29658,grazier,1041
29659,grazing,2438
29660,grazing_land,1440
29661,grease,2063
29662,grease-gun,1727
29663,grease_monkey,1896
29664,greaseball,1185
29665,greasepaint,1006
29666,greaseproof_paper,356
29667,greaser,1602
29668,greasewood,1101
29669,greasy_spoon,1330
29670,great,2250
29671,great-aunt,1794
29672,great-leaved_macrophylla,2
29673,great-nephew,1920
29674,great-niece,1131
29675,great-uncle,1907
29676,great_adductor_muscle,6
29677,great_anteater,80
29678,great_ape,1612
29679,great_arabian_desert,135
29680,great_auk,766
29681,great_australian_bight,1159
29682,great_australian_desert,254
29683,great_barracuda,1003
29684,great_barrier_reef,1931
29685,great_bear,1764
29686,great_black-backed_gull,1348
29687,great_blue_heron,1966
29688,great_blue_shark,745
29689,great_bowerbird,214
29690,great_britain,2534
29691,great_burdock,140
29692,great_bustard,758
29693,great_cerebral_vein,12
29694,great_circle,1450
29695,great_commoner,114
29696,great_crested_grebe,1270
29697,great_dane,1827
29698,great_divide,1921
29699,great_dividing_range,1349
29700,great_dog,2019
29701,great_duckweed,47
29702,great_elector,118
29703,great_falls,2449
29704,great_grandchild,1120
29705,great_granddaughter,1724
29706,great_grandfather,1937
29707,great_grandmother,2281
29708,great_grandparent,957
29709,great_grandson,1832
29710,great_gray_owl,1533
29711,great_grey_kangaroo,137
29712,great_grey_owl,1373
29713,great_hall,2393
29714,great_horned_owl,1677
29715,great_indian_desert,632
29716,great_knapweed,54
29717,great_lakes,2041
29718,great_lakes_state,1710
29719,great_lobelia,766
29720,great_maple,1434
29721,great_mendenhall_glacier,74
29722,great_millet,711
29723,great_mother,1521
29724,great_mullein,273
29725,great_plains,1915
29726,great_plains_of_north_america,446
29727,great_plains_paintbrush,8
29728,great_pyramid,1495
29729,great_pyrenees,2224
29730,great_ragweed,288
29731,great_rift_valley,1609
29732,great_russian,1742
29733,great_salt_desert,628
29734,great_salt_lake,1837
29735,great_sandy_desert,445
29736,great_saphenous_vein,50
29737,great_seal,1622
29738,great_seal_of_the_united_states,1045
29739,great_skua,760
29740,great_slave_lake,884
29741,great_smoky_mountains,2279
29742,great_smoky_mountains_national_park,2313
29743,great_snipe,626
29744,great_solomons-seal,18
29745,great_st_johns_wort,446
29746,great_toe,1684
29747,great_victoria_desert,357
29748,great_wall,2303
29749,great_wall_of_china,1929
29750,great_white_heron,1280
29751,great_white_hope,946
29752,great_white_shark,1674
29753,great_white_way,1587
29754,great_yellow_gentian,25
29755,great_yellowcress,20
29756,greatcoat,1101
29757,greater_antilles,851
29758,greater_burdock,55
29759,greater_butterfly_orchid,161
29760,greater_celandine,469
29761,greater_knapweed,309
29762,greater_kudu,1157
29763,greater_london,1832
29764,greater_masterwort,11
29765,greater_new_orleans_bridge,123
29766,greater_new_york,1208
29767,greater_omentum,91
29768,greater_pectoral_muscle,4
29769,greater_peritoneal_sac,4
29770,greater_pichiciego,0
29771,greater_prairie_chicken,973
29772,greater_rhomboid_muscle,0
29773,greater_scaup,1168
29774,greater_spearwort,120
29775,greater_stitchwort,331
29776,greater_sunda_islands,41
29777,greater_water_parsnip,20
29778,greater_whitethroat,72
29779,greater_yellowlegs,1253
29780,greave,1403
29781,greaves,1517
29782,grebe,1875
29783,grecian,1863
29784,greco,1944
29785,greco-roman_architecture,103
29786,greco-roman_deity,21
29787,greece,3040
29788,greegree,23
29789,greek,2658
29790,greek_architecture,1885
29791,greek_capital,1100
29792,greek_catholic,1578
29793,greek_clover,71
29794,greek_cross,1751
29795,greek_deity,264
29796,greek_fire,1161
29797,greek_fret,173
29798,greek_key,1369
29799,greek_partridge,35
29800,greek_valerian,337
29801,greeley,1857
29802,green,2445
29803,green-tailed_towhee,317
29804,green-winged_teal,1410
29805,green_adders_mouth,28
29806,green_alder,792
29807,green_algae,1419
29808,green_apple_aphid,69
29809,green_arrow_arum,43
29810,green_ash,1700
29811,green_bay,2300
29812,green_bean,2056
29813,green_beret,1411
29814,green_bristlegrass,64
29815,green_broom,812
29816,green_corn,1383
29817,green_douglas_fir,282
29818,green_dragon,1592
29819,green_foxtail,475
29820,green_fringed_orchis,6
29821,green_frog,1837
29822,green_gentian,227
29823,green_gland,213
29824,green_goddess,1380
29825,green_gold,1634
29826,green_goods,1885
29827,green_gram,1462
29828,green_groceries,512
29829,green_hellebore,418
29830,green_june_beetle,308
29831,green_lacewing,872
29832,green_lead_ore,16
29833,green_line,1927
29834,green_lizard,1747
29835,green_mamba,842
29836,green_manure,957
29837,green_market,1922
29838,green_mayonnaise,258
29839,green_monkey,1887
29840,green_mountain_state,1074
29841,green_mountains,1949
29842,green_olive,2040
29843,green_onion,1505
29844,green_pea,1461
29845,green_pea_soup,443
29846,green_peach_aphid,302
29847,green_peafowl,443
29848,green_pepper,1897
29849,green_plover,262
29850,green_river,1774
29851,green_salad,1492
29852,green_smut_fungus,2
29853,green_snake,1350
29854,green_soap,1389
29855,green_soybean,702
29856,green_spleenwort,104
29857,green_tea,2623
29858,green_turtle,1534
29859,green_turtle_soup,44
29860,green_woodpecker,1262
29861,greenbelt,2420
29862,greenberg,1638
29863,greenbottle,960
29864,greenbottle_fly,250
29865,greenbrier,1851
29866,greene,2280
29867,greenery,2256
29868,greeneye,1442
29869,greenfly,1068
29870,greengage,408
29871,greengage_plum,56
29872,greengrocer,1629
29873,greengrocery,328
29874,greenhood,936
29875,greenhorn,1450
29876,greenhouse,2476
29877,greenhouse_effect,1301
29878,greenhouse_emission,1309
29879,greenhouse_gas,1469
29880,greenhouse_warming,1303
29881,greenhouse_whitefly,424
29882,greening,1540
29883,greenland,2381
29884,greenland_caribou,156
29885,greenland_sea,1553
29886,greenland_spar,11
29887,greenland_whale,734
29888,greenling,1063
29889,greenmarket,1556
29890,greenockite,302
29891,greenroom,2299
29892,greens,2976
29893,greensand,1455
29894,greensboro,2364
29895,greenshank,1255
29896,greenskeeper,944
29897,greensward,881
29898,greenville,2832
29899,greenway,1946
29900,greenweed,415
29901,greenwich,2773
29902,greenwich_meridian,1361
29903,greenwich_village,1461
29904,greenwing,1667
29905,greenwood,2327
29906,greeter,1354
29907,greg_norman,1601
29908,gregarine,111
29909,gregor_mendel,1073
29910,gregorian_telescope,170
29911,gregory,2991
29912,gregory_goodwin_pincus,7
29913,gregory_i,2023
29914,gregory_john_norman,144
29915,gregory_nazianzen,84
29916,gregory_of_nazianzen,128
29917,gregory_pincus,81
29918,gregory_the_great,1209
29919,gregory_vii,395
29920,gregory_xii,287
29921,gregory_xiii,336
29922,gregory_xvi,252
29923,greisen,1132
29924,gremlin,1917
29925,grenada,1921
29926,grenade,2006
29927,grenade_thrower,217
29928,grenadian,1078
29929,grenadier,1375
29930,grenadine,1707
29931,grenoble,2028
29932,gres-gris,101
29933,gresham,1878
29934,greshams_law,5
29935,greta_garbo,1396
29936,greta_louisa_gustafsson,8
29937,gretzky,1485
29938,grevillea,1938
29939,grevillea_banksii,224
29940,grevillea_robusta,552
29941,grevillea_striata,37
29942,grevillela_parallela,0
29943,grevys_zebra,443
29944,grewia_asiatica,30
29945,grey,2217
29946,grey-leaf_pine,12
29947,grey_alder,404
29948,grey_area,1771
29949,grey_birch,1048
29950,grey_catbird,593
29951,grey_flounder,133
29952,grey_fox,1634
29953,grey_friar,793
29954,grey_goldenrod,226
29955,grey_hen,1020
29956,grey_jay,1793
29957,grey_kingbird,266
29958,grey_lemming,52
29959,grey_matter,1330
29960,grey_mullet,567
29961,grey_partridge,1243
29962,grey_polypody,6
29963,grey_poplar,344
29964,grey_sage,1369
29965,grey_sea_eagle,210
29966,grey_skate,1118
29967,grey_snapper,562
29968,grey_sole,806
29969,grey_substance,188
29970,grey_whale,1332
29971,grey_willow,1134
29972,grey_wolf,1384
29973,greyback,1074
29974,greybeard,1179
29975,greyhen,27
29976,greyhound,2273
29977,greylag,1285
29978,greylag_goose,1268
29979,gri-gri,1510
29980,grias_cauliflora,23
29981,grid,2719
29982,grid_metal,1390
29983,griddle,1829
29984,griddlecake,37
29985,gridiron,2115
29986,gridiron-tailed_lizard,0
29987,grieg,1405
29988,grievance,1592
29989,griever,981
29990,grievous_bodily_harm,196
29991,griffith,2524
29992,griffon,1955
29993,griffon_vulture,1229
29994,grifola_frondosa,577
29995,grifter,1407
29996,grigori_efimovich_rasputin,20
29997,grigri,1231
29998,grill,2809
29999,grille,3023
30000,grillroom,635
30001,grillwork,958
30002,grimes_golden,291
30003,grimm,1881
30004,grimms_law,83
30005,grimoire,1137
30006,grind,2038
30007,grind_organ,56
30008,grindelia_robusta,140
30009,grindelia_squarrosa,263
30010,grinder,2113
30011,grinding,2015
30012,grinding_wheel,1567
30013,grindle,1540
30014,grindstone,1741
30015,gringo,1987
30016,grinner,1371
30017,griot,1385
30018,grip,2167
30019,gripe,1582
30020,gripes,1547
30021,gripsack,139
30022,gris,1893
30023,grisaille,1405
30024,griselinia_littoralis,163
30025,griselinia_lucida,39
30026,griseofulvin,236
30027,grison,1282
30028,grison_vittatus,10
30029,grissino,905
30030,grist,1947
30031,gristle,1287
30032,gristmill,1613
30033,grit,2216
30034,gritrock,4
30035,grits,2149
30036,gritstone,1413
30037,grivet,374
30038,grizzle,1878
30039,grizzly,2000
30040,grizzly_bear,1840
30041,groaner,530
30042,groats,1550
30043,grocer,1833
30044,grocery,2066
30045,grocery_bag,1915
30046,grocery_boy,647
30047,grocery_store,1985
30048,groenendael,1778
30049,grog,1698
30050,grogram,25
30051,groin,1465
30052,groined_vault,93
30053,grommet,1633
30054,gromwell,464
30055,gromyko,366
30056,gronland,1182
30057,groom,2066
30058,groom-to-be,1541
30059,groomsman,1963
30060,groove,2529
30061,groover,1316
30062,gropius,1503
30063,gros_point,1162
30064,gros_ventre,1552
30065,grosbeak,1590
30066,grosgrain,1800
30067,gross_anatomy,1630
30068,grossbeak,431
30069,grot,1897
30070,grotesque,1600
30071,grotius,1358
30072,grotto,2457
30073,grouch,1750
30074,groucho,1888
30075,ground,2234
30076,ground-berry,100
30077,ground-effect_machine,192
30078,ground-emplaced_mine,5
30079,ground-shaker,488
30080,ground_almond,611
30081,ground_bait,766
30082,ground_beef,1465
30083,ground_beetle,1252
30084,ground_cable,1635
30085,ground_cedar,1002
30086,ground_cherry,1266
30087,ground_cloth,1237
30088,ground_control,1831
30089,ground_effect,1461
30090,ground_fir,456
30091,ground_floor,1729
30092,ground_glass,2138
30093,ground_ivy,1183
30094,ground_level,2451
30095,ground_pine,1334
30096,ground_pink,1511
30097,ground_plan,1630
30098,ground_rattler,138
30099,ground_roller,1053
30100,ground_rose,1285
30101,ground_sloth,584
30102,ground_snake,1064
30103,ground_squirrel,1750
30104,ground_substance,487
30105,ground_tackle,982
30106,ground_water,1904
30107,ground_wave,1516
30108,ground_zero,2368
30109,groundberry,13
30110,groundbreaker,808
30111,groundfish,1170
30112,groundhog,2172
30113,grounding,1526
30114,groundkeeper,145
30115,groundling,298
30116,groundmass,631
30117,groundnut,1241
30118,groundnut_oil,263
30119,groundnut_vine,30
30120,grounds,2146
30121,groundsel,1210
30122,groundsel_bush,100
30123,groundsel_tree,92
30124,groundsheet,969
30125,groundskeeper,1333
30126,groundsman,1290
30127,groundwater_level,890
30128,groundwork,1540
30129,group,2286
30130,group_a,2681
30131,group_ab,2233
30132,group_b,1836
30133,group_captain,1571
30134,group_dynamics,1435
30135,group_o,2320
30136,group_theory,1516
30137,grouper,2014
30138,groupie,1837
30139,grouse,1993
30140,grouse-berry,32
30141,grouse_whortleberry,31
30142,grouseberry,50
30143,grout,1830
30144,grove,2546
30145,groveler,160
30146,groveller,161
30147,grover_cleveland,1219
30148,groves,1958
30149,grower,1753
30150,growing,2356
30151,growler,1732
30152,grownup,1771
30153,growth,2752
30154,growth_factor,1461
30155,growth_hormone,1393
30156,growth_regulator,972
30157,growth_ring,917
30158,groyne,1521
30159,grozny,1281
30160,groznyy,66
30161,grub,2210
30162,grubby,2019
30163,gruel,1696
30164,grugru,406
30165,grugru_nut,1
30166,grugru_palm,8
30167,grumble,1924
30168,grumbler,394
30169,grumbling,1423
30170,grume,780
30171,grummet,214
30172,grump,1238
30173,grunt,2033
30174,grunter,1127
30175,grus,1952
30176,grus_americana,480
30177,gruyere,2167
30178,gsr,1401
30179,gu,2178
30180,guacamole,1708
30181,guacharo,608
30182,guadalajara,1787
30183,guadalcanal,1697
30184,guadalupe_cypress,84
30185,guadalupe_fur_seal,120
30186,guadalupe_island,1103
30187,guadalupe_mountains,1403
30188,guadalupe_mountains_national_park,1887
30189,guadeloupe,1985
30190,guaiac,142
30191,guaiac_wood,43
30192,guaiacum,531
30193,guaiacum_officinale,171
30194,guaiacum_sanctum,112
30195,guaiacum_wood,38
30196,guaira,1920
30197,guaira_falls,12
30198,guallatiri,108
30199,guam,2556
30200,guama,1437
30201,guan,1974
30202,guanabana,1013
30203,guanabenz,50
30204,guanaco,1241
30205,guangdong,1869
30206,guangdong_province,1576
30207,guangzhou,1975
30208,guanine,1408
30209,guano,1437
30210,guano_bat,1040
30211,guanosine,772
30212,guantanamo,2173
30213,guar,1747
30214,guar_gum,1121
30215,guarani,1731
30216,guarantor,1144
30217,guard,2426
30218,guard_boat,1411
30219,guard_dog,1835
30220,guard_hair,1001
30221,guard_of_honor,1880
30222,guard_ship,1757
30223,guardhouse,1250
30224,guardian,2167
30225,guardian_angel,1999
30226,guardian_spirit,1259
30227,guardrail,2275
30228,guardroom,750
30229,guards_van,967
30230,guardsman,1857
30231,guarneri,1243
30232,guarnerius,922
30233,guarnieri,1418
30234,guatemala,1655
30235,guatemala_city,2201
30236,guatemalan,1950
30237,guava,1911
30238,guava_bush,44
30239,guayaquil,2195
30240,guayule,313
30241,gubbins,1260
30242,guck,1558
30243,gudgeon,1287
30244,gudgeon_pin,255
30245,guelder_rose,456
30246,guenon,1088
30247,guenon_monkey,294
30248,guereza,473
30249,gueridon,1396
30250,guerilla,1938
30251,guernsey,2316
30252,guernsey_elm,5
30253,guerrilla,1871
30254,guesser,736
30255,guest,2825
30256,guest_of_honor,1516
30257,guest_worker,1433
30258,guesthouse,2169
30259,guestroom,2199
30260,guestworker,114
30261,guevara,2198
30262,guevina_avellana,0
30263,guevina_heterophylla,0
30264,guggenheim,1892
30265,guglielmo_marconi,1056
30266,guiana,1155
30267,guiana_highlands,129
30268,guib,778
30269,guibert_of_ravenna,0
30270,guidance_device,359
30271,guidance_system,1310
30272,guide,3094
30273,guide_dog,1976
30274,guide_fossil,1048
30275,guide_rope,1269
30276,guidebook,1719
30277,guided_bomb_unit-28,24
30278,guided_missile,1440
30279,guided_missile_cruiser,948
30280,guided_missile_destroyer,1154
30281,guided_missile_frigate,473
30282,guideline,1587
30283,guidepost,1294
30284,guiding_light,1313
30285,guildhall,2175
30286,guillaume_apollinaire,1157
30287,guillaume_de_grimoard,20
30288,guillemot,1799
30289,guilloche,1283
30290,guillotine,1959
30291,guimpe,112
30292,guine-bissau,1323
30293,guinea,2053
30294,guinea-bissau,1325
30295,guinea-hen_flower,47
30296,guinea_corn,206
30297,guinea_flower,1085
30298,guinea_fowl,1575
30299,guinea_gold,1044
30300,guinea_gold_vine,6
30301,guinea_grains,131
30302,guinea_hen,1303
30303,guinea_pepper,226
30304,guinea_pig,1799
30305,guinea_worm,561
30306,guinean,1206
30307,guinness,2324
30308,guiseppe_fortunino_francesco_verdi,36
30309,guiseppe_guarneri,22
30310,guitar,2439
30311,guitar_pick,2007
30312,guitar_player,2079
30313,guitarfish,645
30314,guitarist,2222
30315,gujarat,2439
30316,gujarati,2308
30317,gujerat,683
30318,gujerati,312
30319,gula,1858
30320,gulag,1297
30321,gulch,2040
30322,gulf,2126
30323,gulf_coast,2477
30324,gulf_of_aden,921
30325,gulf_of_aegina,500
30326,gulf_of_akaba,103
30327,gulf_of_alaska,1339
30328,gulf_of_antalya,123
30329,gulf_of_aqaba,1307
30330,gulf_of_bothnia,543
30331,gulf_of_california,1619
30332,gulf_of_campeche,277
30333,gulf_of_carpentaria,895
30334,gulf_of_corinth,907
30335,gulf_of_finland,2091
30336,gulf_of_guinea,1051
30337,gulf_of_lepanto,16
30338,gulf_of_martaban,25
30339,gulf_of_mexico,2021
30340,gulf_of_ob,198
30341,gulf_of_oman,1593
30342,gulf_of_riga,325
30343,gulf_of_saint_lawrence,437
30344,gulf_of_siam,1165
30345,gulf_of_sidra,67
30346,gulf_of_st._lawrence,832
30347,gulf_of_suez,777
30348,gulf_of_tehuantepec,102
30349,gulf_of_thailand,1950
30350,gulf_of_venice,1435
30351,gulf_states,1316
30352,gulfweed,45
30353,gull,2606
30354,gullet,1724
30355,gully,1941
30356,gulo_gulo,1280
30357,gulo_luscus,21
30358,gulp,1815
30359,gulper,930
30360,gulping,933
30361,gulu,2170
30362,gulyas,1614
30363,gum,1896
30364,gum-lac,30
30365,gum_acacia,680
30366,gum_accroides,2
30367,gum_albanum,0
30368,gum_ammoniac,31
30369,gum_anime,443
30370,gum_arabic,1232
30371,gum_ball,2088
30372,gum_benjamin,267
30373,gum_benzoin,264
30374,gum_boot,739
30375,gum_butea,7
30376,gum_dammar,24
30377,gum_elastic,267
30378,gum_elemi,39
30379,gum_eurphorbium,0
30380,gum_kino,31
30381,gum_labdanum,18
30382,gum_myrrh,530
30383,gum_olibanum,117
30384,gum_plant,1200
30385,gum_resin,777
30386,gum_ridge,210
30387,gum_sangapenum,0
30388,gum_terpentine,8
30389,gum_tree,2006
30390,gumbo,1724
30391,gumbo-limbo,1113
30392,gumbo_soil,28
30393,gumdrop,1258
30394,gummite,244
30395,gumshield,302
30396,gumshoe,1233
30397,gumweed,534
30398,gumwood,477
30399,gun,2215
30400,gun-sight,1425
30401,gun_barrel,1729
30402,gun_carriage,1204
30403,gun_case,1841
30404,gun_chamber,1591
30405,gun_deck,1318
30406,gun_dog,1664
30407,gun_emplacement,1459
30408,gun_enclosure,196
30409,gun_for_hire,1172
30410,gun_moll,256
30411,gun_muzzle,1383
30412,gun_rest,1229
30413,gun_room,1940
30414,gun_smoke,1739
30415,gun_trigger,1584
30416,gun_turret,1735
30417,gunboat,1272
30418,guncotton,204
30419,gunflint,1574
30420,gunite,1352
30421,gunk,1769
30422,gunlock,1371
30423,gunman,1416
30424,gunmetal,1549
30425,gunnar_myrdal,166
30426,gunnel,1328
30427,gunner,2045
30428,gunnery,1888
30429,gunnery_sergeant,1130
30430,gunny,1613
30431,gunny_sack,386
30432,gunnysack,146
30433,gunpoint,1778
30434,gunpowder,2134
30435,gunpowder_plot,1294
30436,gunrunner,877
30437,gunsight,1786
30438,gunslinger,1747
30439,gunsmith,1337
30440,gunstock,1213
30441,gunter_grass,825
30442,gunter_wilhelm_grass,17
30443,gunwale,1397
30444,guppy,2244
30445,gurkha,1288
30446,gurnard,1459
30447,gurney,2159
30448,guru,2323
30449,guru_nanak,1151
30450,gusher,1535
30451,gusset,1496
30452,gusset_plate,507
30453,gust,2090
30454,gustatory_cell,6
30455,gustatory_organ,9
30456,gustav_hertz,334
30457,gustav_klimt,1330
30458,gustav_ludwig_hertz,40
30459,gustav_mahler,1263
30460,gustav_robert_kirchhoff,159
30461,gustav_theodor_fechner,133
30462,gustave_courbet,1007
30463,gustave_flaubert,1244
30464,gustavus,1789
30465,gustavus_adolphus,1279
30466,gustavus_franklin_swift,11
30467,gustavus_i,558
30468,gustavus_ii,185
30469,gustavus_iii,132
30470,gustavus_iv,21
30471,gustavus_v,97
30472,gustavus_vi,20
30473,gut,2184
30474,gutenberg,2368
30475,guthrie,1958
30476,gutierrezia_microcephala,79
30477,gutierrezia_sarothrae,266
30478,gutierrezia_texana,24
30479,guts,2282
30480,gutta-percha,1191
30481,gutta-percha_tree,13
30482,gutta_balata,51
30483,gutter,2002
30484,guttersnipe,456
30485,guvnor,1275
30486,guy,2301
30487,guy_cable,1711
30488,guy_de_maupassant,1154
30489,guy_fawkes,1758
30490,guy_of_burgundy,165
30491,guy_rope,1346
30492,guyana,2055
30493,guyanese,1461
30494,guyot,1749
30495,guzzler,1717
30496,guzzling,1531
30497,gwydion,1666
30498,gwyn,2065
30499,gwynn,1439
30500,gym,2206
30501,gym_mat,1286
30502,gym_rat,1046
30503,gym_shoe,990
30504,gym_suit,702
30505,gymnadenia_conopsea,1039
30506,gymnadenia_odoratissima,300
30507,gymnasium,2359
30508,gymnast,1910
30509,gymnastic_apparatus,164
30510,gymnastic_horse,585
30511,gymnelis_viridis,3
30512,gymnocarpium_dryopteris,285
30513,gymnocarpium_robertianum,121
30514,gymnocladus_dioica,175
30515,gymnogyps_californianus,234
30516,gymnopilus_spectabilis,338
30517,gymnopilus_validipes,0
30518,gymnopilus_ventricosus,18
30519,gymnorhina_tibicen,266
30520,gymnosophist,20
30521,gymnosophy,68
30522,gymnosperm,1001
30523,gymnospermous_tree,20
30524,gymnospermous_yellowwood,0
30525,gymnosporangium_juniperi-virginianae,66
30526,gymslip,146
30527,gynaecologist,1259
30528,gynaecology,1506
30529,gynandromorph,212
30530,gynecologist,1517
30531,gynecology,1526
30532,gynne,87
30533,gynobase,1
30534,gynoecium,791
30535,gynogenesis,32
30536,gynophore,32
30537,gynostegium,58
30538,gynura_aurantiaca,88
30539,gypaetus_barbatus,528
30540,gyps_fulvus,933
30541,gypsophila_paniculata,506
30542,gypsum,1981
30543,gypsum_board,1149
30544,gypsy,2907
30545,gypsy_cab,199
30546,gypsy_dancing,1132
30547,gypsy_moth,1228
30548,gypsy_rose_lee,443
30549,gypsyweed,40
30550,gypsywort,41
30551,gyrfalcon,1136
30552,gyro,1833
30553,gyro_horizon,294
30554,gyrocompass,524
30555,gyromitra,979
30556,gyromitra_brunnea,19
30557,gyromitra_californica,18
30558,gyromitra_esculenta,586
30559,gyromitra_fastigiata,44
30560,gyromitra_gigas,164
30561,gyromitra_infula,250
30562,gyromitra_sphaerospora,6
30563,gyroplane,1169
30564,gyroscope,1690
30565,gyrostabiliser,5
30566,gyrostabilizer,53
30567,gyrus,1281
30568,h,2298
30569,h-bomb,1985
30570,h._g._wells,1313
30571,h._h._munro,678
30572,h._j._eysenck,129
30573,h._l._mencken,954
30574,h.m.s._bounty,1319
30575,h2o,2338
30576,ha,2741
30577,ha-ha,2532
30578,haart,1549
30579,haastia_pulvinaris,29
30580,habakkuk,1591
30581,habanera,1375
30582,habeas_corpus,1484
30583,habenaria_albiflora,3
30584,habenaria_bifolia,5
30585,habenaria_chlorantha,5
30586,habenaria_dilatata,65
30587,habenaria_elegans,5
30588,habenaria_fimbriata,19
30589,habenaria_greenei,8
30590,habenaria_hookeri,12
30591,habenaria_lacera,42
30592,habenaria_leucophaea,20
30593,habenaria_nivea,21
30594,habenaria_orbiculata,32
30595,habenaria_peramoena,10
30596,habenaria_psycodes,41
30597,habenaria_unalascensis,10
30598,haber,1691
30599,haber-bosch_process,43
30600,haber_process,270
30601,haberdasher,1146
30602,haberdashery,1036
30603,haberdashery_store,396
30604,habergeon,93
30605,habiliment,125
30606,habit,2153
30607,habitant,1522
30608,habitat,2411
30609,habitation,1629
30610,habitual_criminal,174
30611,habitue,1420
30612,hablot_knight_browne,100
30613,hachiman,1751
30614,hachure,297
30615,hacienda,1824
30616,hack,2969
30617,hack-driver,86
30618,hack_driver,341
30619,hack_saw,1414
30620,hack_writer,361
30621,hackamore,1196
30622,hackberry,2002
30623,hackbut,24
30624,hackee,106
30625,hacker,1980
30626,hackle,1464
30627,hackles,1424
30628,hackmatack,530
30629,hackney,1874
30630,hackney_carriage,674
30631,hackney_coach,118
30632,hacksaw,1496
30633,haddock,1598
30634,hades,1931
30635,hadj,1251
30636,hadji,1889
30637,hadrian,2141
30638,hadrians_wall,1907
30639,hadron,1387
30640,hadrosaur,1156
30641,hadrosaurus,753
30642,haecceity,67
30643,haeckel,1317
30644,haem,1305
30645,haemagglutination,71
30646,haemal_arch,2
30647,haemanthus_coccineus,207
30648,haematemesis,36
30649,haematinic,40
30650,haematite,1101
30651,haematobia_irritans,119
30652,haematochezia,6
30653,haematocrit,168
30654,haematogenesis,1
30655,haematohiston,0
30656,haematoidin,7
30657,haematologist,181
30658,haematology,1336
30659,haematolysis,0
30660,haematopoiesis,123
30661,haematoxylum_campechianum,54
30662,haemitin,1
30663,haemogenesis,0
30664,haemoglobin,1678
