,mean_top1_train,mean_top1_val,mean_top5_train,mean_top5_val,pred_train,pred_val
n02105056,0.8353846153846154,0.78,0.9576923076923077,0.94,[205 295 224 ... 224 224 224],"[224 224 224 199 224 224 223 224 224 224 224 205 224 224 224 223 224 224
 797 224 208 224 224 224 224 224 223 224 224 205 224 224 224 224 224 224
 224 223 224 224 224 224 199 224 224 224 227 224 224 224]"
n02259212,0.8607692307692307,0.88,0.9653846153846154,0.98,[317 317 317 ... 317 317 317],"[314 317 317 316 317 317 317 318 317 317 317 317 317 317 311 317 317 317
 317 318 317 317 317 317 317 317 317 317 317 317 317 317 317 316 317 317
 317 317 317 317 317 317 317 317 317 317 317 317 317 317]"
n03786901,0.8484615384615385,0.82,0.93,0.86,[666 666 666 ... 666 666 666],"[666 666 666 642 835 666 666 666 666 666 666 666 666 666 666 666 666 666
 666 666 666 666 910 666 666 666 739 666 666 666 666 666 666 787 666 792
 720 666 666 666 666 666 666 471 666 666 470 666 666 666]"
n02510455,0.9715384615384616,0.94,0.9892307692307692,0.98,[388 388 388 ... 388 388 388],"[388 388 388 388 388 388 388 388 388 388 388 388 388 388 388 388 388 388
 388 388 850 388 388 388 388 388 388 388 362 388 388 388 388 388 388 388
 388 388 388 388 388 388 388 388 388 388 388 388 388 805]"
n01728920,0.8346153846153846,0.8,0.9492307692307692,0.92,[53 65 53 ... 53 52 53],"[ 53 391  53  53  53  53  53  53  53  53 305  53  53  53  53  28  53  58
  53  53  53  52  53  53  53  53  53  53  53  53  53  53  53 114  53  53
 934  53  53 111  53  53  53  53  53  53  53  79 759  53]"
n07860988,0.7915384615384615,0.34,0.9384615384615385,0.7,[961 961 961 ... 961 433 923],"[934 961 809 961  50 647 521 961 961 928 961 930 961 927 961 928 963 961
 930 963 969 931 965 961 415 617 961 961 544 961 112 930 544 544 938 961
 961  69 961 961 931 934 931 659 684 961 996 850 993 931]"
n02101556,0.8715384615384615,0.84,0.9492307692307692,0.96,[216 216 216 ... 216 216 591],"[216 216 219 216 216 169 216 216 216 216 216 216 216 212 216 216 216 190
 216 216 216 216 216 216 216 216 216 216 216 216 216 216 216 216 216 216
 216 216 216 219 212 216 216 257 216 216 216 216 211 216]"
n02106550,0.8107692307692308,0.8,0.95,1.0,[234 234 676 ... 234 234 214],"[165 234 234 234 234 234 234 234 234 191 234 234 236 234 234 234 234 234
 236 234 234 214 234 234 234 234 234 234 234 234 234 234 234 234 234 234
 234 234 234 234 238 234 234 254 676 234 234 234 240 238]"
n03691459,0.6746153846153846,0.52,0.8653846153846154,0.66,[543 632 632 ... 817 632 482],"[487 632 848 632 817 632 412 632 733 632 879 819 632 622 598 632 632 632
 632 818 589 545 632 632 662 733 526 662 632 632 632 632 632 854 632 632
 818 632 535 632 632 487 632 920 492 632 828 632 811 632]"
n02033041,0.9092307692307692,0.86,0.9892307692307692,1.0,[142 142 142 ... 142 142 142],"[142 142 142 142 142 142 140 142 142 140 142 142 142 142 142 140 142 142
 142 140 141 142 142 140 142 133 142 142 142 142 142 142 142 142 142 142
 142 142 142 142 142 142 142 142 142 142 142 142 142 142]"
n03417042,0.8946153846153846,0.9,0.98,0.98,[569 569 569 ... 569 569 757],"[569 569 569 569 569 569 569 569 569 595 569 569 569 569 569 569 569 569
 569 569 569 569 569 569 569 569 569 569 569 569 864 569 569 569 569 569
 803 730 569 569 569 660 569 569 569 569 569 569 569 569]"
n04347754,0.9092307692307692,0.8,0.9761538461538461,0.9,[833 833 833 ... 833 833 833],"[628 833 833 833 833 983 833 833 833 833 833 833 682 634 833  50 833 833
 833 833 833 833 833 403 403 833 833 833 833 833 833 833 833 833 460 833
 833 833 833 833 833 833 536 833 833 833 833 833 814 833]"
n03930630,0.8161538461538461,0.68,0.9615384615384616,0.84,[717 717 717 ... 717 864 717],"[661 717 717 717 717 717 717 717 656 717 609 511 717 717 717 581 717 717
 569 717 866 717 717 717 717 609 511 717 717 717 717 717 717 717 717 609
 660 717 661 717 511 717 717 555 717 475 511 717 717 717]"
n02871525,0.7223076923076923,0.56,0.9576923076923077,0.86,[454 454 454 ... 454 454 454],"[454 454 454 454 454 509 480 860 454 454 454 454 868 454 498 886 454 495
 454 865 509 454 865 454 454 624 624 454 454 775 454 454 624 454 860 557
 919 853 860 454 454 624 509 454 454 498 454 454 454 454]"
n06874185,0.91,0.8,0.9676923076923077,0.92,[920 920 920 ... 920 920 920],"[920 468 920 920 920 920 920 920 607 920 920 920 762 920 779 920 920 920
 920 627 920 920 920 444 920 920 920 920 920 920 920 920 920 920 920 920
 920 920 920 920 920 754 920 920 919 920 743 920 920 530]"
n04251144,0.8753846153846154,0.88,0.9576923076923077,0.98,[976 801 801 ... 801 801 801],"[801  34 570 801 801 801 801 801 801 801 801 801 898 801 801 801 801 801
 801 801 560 801 801 433 801 801 801 801 801 801 801 801 801 801 801 801
 801 801 801 801 801 801 801 801 445 801 801 801 801 801]"
n03337140,0.7453846153846154,0.82,0.9415384615384615,0.98,[553 495 553 ... 553 553 553],"[553 553 492 760 553 553 553 771 553 553 553 553 553 553 553 263 553 553
 553 553 553 624 553 553 553 553 553 553 553 553 553 553 553 553 553 553
 553 695 492 553 553 553 553 553 526 553 553 453 553 553]"
n03000684,0.8659966499162479,0.86,0.9430485762144054,0.9,[880 491 491 ... 491 491 695],"[491 491 491 882 491 491 491 491 491 491 465 857 491 491 491 491 491 491
 491 491 527 491 768 491 491 491 491 491 491 491 491 491 491 491 491 491
 491 491 491 491  88 491 491 491 491 790 491 491 491 491]"
n01796340,0.936923076923077,0.8,0.9823076923076923,0.88,[81 81 81 ... 81 81 81],"[ 81  81 947  81  81  81  81  81  81  81  81  81  81  81 135  81  81  81
 272  81  82  81  81  81  81  81 102  81  81  81  81  81  81  82  81  81
  81  81 293  81 355  81 115  81  81  81  81  81  89  81]"
n03888605,0.75,0.54,0.9615384615384616,0.92,[602 702 702 ... 602 702 642],"[702 760 602 422 840 602 602 416 602 702 702 733 702 416 702 602 602 702
 702 702 702 702 702 702 733 421 602 702 702 602 702 702 628 702 602 702
 702 702 702 630 602 702 702 702 702 702 864 444 602 702]"
n04380533,0.7423076923076923,0.58,0.9461538461538461,0.88,[846 846 619 ... 619 846 846],"[846 650 846 619 846 846 846 846 619 572 846 846 846 846 619 846 846 846
 905 619 846 846 619 619 846 846 846 846 846 846 619 526 818 619 846 532
 846 846 999 846 579 619 846 883 905 619 846 846 619 846]"
n04476259,0.7046153846153846,0.56,0.8846153846153846,0.82,[470 868 868 ... 868 572 893],"[868 868 868 529 939 868 714 635 455 868 868 883 787 868 868 549 868 868
 891 584 868 816 868 868 868 868 868 963 868 723 868 611 868 987 928 868
 968 868 923 868 868 868 868 633 868 868 923 897 868 415]"
n02422106,0.94,0.94,0.9923076923076923,1.0,[351 351 351 ... 349 351 351],"[351 351 351 351 351 351 351 351 351 351 351 351 351 351 351 351 351 351
 351 351 351 351 351 351 276 351 351 351 351 351 351 351 351 351 351 351
 291 351 351 351 351 351 351 351 351 351 351 352 351 351]"
n02859443,0.8315384615384616,0.8,0.9669230769230769,0.94,[536 449 449 ... 449 449 449],"[425 449 536 449 449 449 554 449 449 449 449 449 449 975 449 449 449 449
 449 449 449 425 449 449 449 460 449 449 449 449 449 449 449 448 449 449
 449 912 449 449 913 449 660 449 449 449 449 449 449 449]"
n03929660,0.77009507346586,0.76,0.8936905790838375,0.92,[714 714 546 ... 402 714 714],"[714 714 954 402 714 714 696 451 714 714 714 714 714 679 402 714 714 714
 714 714 539 714 714 714 714 464 451 714 714 402 714 714 714 714 714 714
 714 714 402 714 714 714 714 714 714 714 714 772 714 714]"
n02115641,0.7176923076923077,0.72,0.9030769230769231,0.9,[286 273 273 ... 273 273 273],"[273 273 273 273 273 250 273 273 273 273 273 171 223 273 273 273 273 273
 176 273  58 273 273 273 227 270 273 273 272 273 273 273 273 371 273 273
 273 273 273 273 273 208 253 225 273 273 273 162 273 489]"
n02398521,0.9384615384615385,0.82,0.98,0.88,[344 344 344 ... 344 344 344],"[209 344 344 296 344 344 249 344 344 344 344 385 344 344 344 344 344 344
 344 344 344 344 344 150 344 344 344 344 344 344 382 344 103 344 344 168
 344 344 344 344 344 344 344 344 344 344 344 344 346 344]"
n02281406,0.9207692307692308,0.92,0.9853846153846154,1.0,[325 324 325 ... 325 325 326],"[325 325 325 325 322 325 325 325 325 325 325 325 325 325 325 325 325 325
 325 325 325 325 325 325 324 325 325 325 738 325 325 325 325 325 325 325
 325 325 325 325 325 325 325 325 325 325 325 311 325 325]"
n02110958,0.8676923076923077,0.88,0.9507692307692308,0.98,[254 254 254 ... 254 254 254],"[341 254 254 254 254 254 254 254 254 254 254 254 208 254 254 254 254 254
 254 254 254 254 254 254 254 254 254 254 254 254 431 254 208 254 254 254
 254 243 254 254 242 254 254 254 254 254 254 254 254 254]"
n04141076,0.8084615384615385,0.62,0.943076923076923,0.82,[776 776 776 ... 776 776 432],"[650 776 776 776 776 513 776 776 776 776 683 776 776 776 776 819 776 776
 776 776 513 776 703 432 634 776 916 776 683 776 875 432 776 487 776 776
 558 875 875 875 776 776 776 566 776 776 875 776 776 776]"
n02437616,0.92,0.82,0.9769230769230769,0.9,[355 355 355 ... 355 355 355],"[355 355 355 355 355 355 272 355 348 355 355 355 355 355 355 355 355 348
 355 355 355 355 138 355 355 355 355 355 355 355 355 355 355 355 355 104
 489 355 355 355 355 355 355 355 355 489 373 355 462 355]"
n02783161,0.6545307443365695,0.52,0.9142394822006472,0.96,[563 767 563 ... 487 767 418],"[418 845 418 418 418 418 418 784 563 767 418 494 418 418 626 418 418 823
 418 563 418 418 418 563 418 918 767 784 767 418 893 418 563 418 418 767
 767 418 767 418 418 784 692 626 767 418 418 542 418 563]"
n03770679,0.7630769230769231,0.5,0.9538461538461539,0.8,[656 656 627 ... 656 656 656],"[654 436 436 656 751 920 656 475 656 734 656 581 656 656 511 466 436 436
 656 675 656 511 656 656 436 485 654 656 407 734 656 656 660 208 654 734
 656 656 656 656 656 656 656 656 581 656 656 656 436 656]"
n03903868,0.7759515570934256,0.54,0.9480968858131488,0.84,[708 869 562 ... 718 708 708],"[708 708 649 706 708 708 708 708 682 708 708 413 442 708 437 458 682 708
 708 873 708 708 442 562 668 863 708 708 708 755 708 708 708 419 442 708
 708 708 497 708 682 708 708 756  18 682 562 458 708 708]"
n04515003,0.8723076923076923,0.8,0.9607692307692308,0.92,[881 881 881 ... 881 881 881],"[707 881 881 881 881 881 881 881 881 881 881 881 432 881 881 881 687 881
 881 881 579 881 881 881 113 881 881 881 881 881 579 881 881 881 881 881
 881 881 579 579 579 881 881 881 881 881 881 881 881 525]"
n03733131,0.9515384615384616,0.98,0.9884615384615385,1.0,[645 616 645 ... 863 645 645],"[645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645
 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645
 645 645 645 645 645 645 645 583 645 645 645 645 645 645]"
n03197337,0.796400449943757,0.62,0.9257592800899888,0.86,"[530 531 531 531 530 412 531 531 531 531 531 826 531 477 531 531 531 531
 531 531 826 826 531 409 531 531 531 531 531 531 531 531 700 531 826 531
 531 531 531 531 531 531 531 531 593 531 531 531 531 531 531 531 531 531
 531 613 530 531 531 531 531 826 531 531 855 531 531 531 531 531 531 531
 531 531 531 531 482 531 531 531 531 732 584 531 531 826 531 531 531 531
 626 531 464 531 530 531 869 826 531 531 531 409 531 531 531 531 798 531
 531 531 531 455 531 531 826 531 531 531 531 531 584 480 531 426 920 826
 531 593 531 531 531 531 440 531 531 531 531 531 531 531 531 531 826 531
 531 531 531 531 531 851 531 531 531 531 531 593 531 457 531 531 531 531
 531 531 531 419 530 531 531 652 531 531 531 531 531 531 531 531 531 409
 531 531 530 531 531 531 531 818 531 530 531 531 531 455 531 531 531 826
 531 531 531 531 531 531 531 531 826 531 531 531 826 531 531 531 531 531
 531 531 531 531 531 531 531 531 531 447 531 531 531 531 531 531 531 531
 710 531 531 531 531 531 826 826 531 531 530 531 531 531 531 531 531 531
 531 531 531 531 623 531 531 531 531 531 531 531 531 531 531 487 530 531
 531 531 531 531 531 530 424 531 531 531 531 531 531 531 531 531 531 826
 777 531 531 530 531 531 530 662 531 531 531 531 886 531 531 531 531 531
 826 531 531 531 531 531 531 531 531 531 826 531 650 531 531 530 531 531
 531 531 531 531 531 531 531 531 531 826 531 531 507 531 531 531 531 531
 531 487 531 531 531 531 531 531 531 531 531 826 571 440 531 531 531 623
 530 531 522 531 531 531 531 531 531 898 531 783 531 531 531 531 531 531
 531 530 531 531 531 531 531 531 626 531 531 531 531 531 531 531 531 531
 531 531 710 531 531 531 531 531 531 531 485 903 531 531 531 455 531 531
 916 531 531 531 531 531 531 834 531 531 531 531 695 531 531 531 531 531
 626 531 530 531 531 531 531 530 531 774 531 531 531 531 531 531 531 531
 409 531 531 531 531 531 409 531 531 531 531 635 531 531 531 531 531 696
 531 902 710 531 487 531 778 531 826 531 531 531 531 531 531 531 531 531
 531 531 530 531 531 597 531 531 531 531 531 531 531 531 531 531 531 531
 531 531 531 531 531 826 531 531 531 531 531 531 531 531 697 531 531 531
 531 531 531 531 531 531 531 531 531 531 530 518 531 531 531 531 531 531
 531 531 531 531 531 531 826 531 409 531 531 531 531 531 531 531 531 531
 531 531 531 531 531 531 531 531 531 531 531 531 531 531 902 531 531 860
 531 531 531 531 531 531 531 531 531 531 626 531 464 531 531 891 531 531
 531 531 432 531 512 530 530 531 441 531 531 531 531 826 531 487 826 531
 477 531 531 531 531 531 531 531 826 531 531 531 531 759 826 531 464 531
 531 826 826 531 531 531 531 531 531 759 531 531 531 419 531 531 531 531
 626 531 531 531 531 531 531 759 531 531 531 531 531 531 531 531 531 531
 531 531 826 531 531 531 531 626 531 531 531 531 531 531 826 826 531 531
 531 826 633 531 485 531 531 531 531 531 531 531 531 531 531 531 813 531
 531 531 531 531 826 784 531 531 531 531 531 530 531 531 531 531 531 531
 531 531 531 531 635 531 749 531 531 531 507 531 531 531 531 531 531 409
 409 531 531 531 531 531 531 531 531 531 531 531 531 531 531 531 531 531
 710 531 531 531 487 434 834 531 531 531 531 838 531 531 531 531 409 531
 826 531 530 531 826 826 531 531 531 754 650 421 531 826 531 531 531 531
 531 531 531 530 531 531 531 635 531 531 626 531 531 531 531 531 531 531
 418 531 531 531 507 632 531 531 531 531 531 531 531 531 531 826 531 531
 531 531 531 531 531 531 447 531 531 531 531 531 531 826 826 531 531 531
 531 531 531 531 531 531 531 531 531 531 531 826 531 531 531 608 531 531
 531 531 531 531 531 531 531 684 531 531 531 531 531 531 531 531 531 531
 695 531 531 409 826 531 531]","[531 531 531 531 826 605 531 507 531 531 409 530 531 826 531 826 531 531
 826 531 531 531 531 531 551 530 531 464 487 531 785 531 531 776 531 531
 826 531 531 531 704 826 531 531 748 531 531 844 531 531]"
n02169497,0.703076923076923,0.64,0.9784615384615385,1.0,[304 301 304 ... 304 304 301],"[300 304 301 304 304 304 301 304 301 301 304 304 304 304 304 301 304 304
 301 304 304 301 304 304 300 304 301 306 301 301 304 304 301 304 304 304
 304 304 304 301 301 304 304 304 304 304 304 304 303 301]"
n01847000,0.9253846153846154,0.78,0.9830769230769231,0.94,[ 97  97  97 ...  97 134  97],"[ 97  97  99  97  97  97  97  97  97 137 142  97  97  97  97  33  97  97
  97  97  97  97  97  97  97  99  97  97 137  97  97  97  97  97  98  97
  97 100  97  97  97  99  97  97  97  97  97  97 209  99]"
n02028035,0.9246153846153846,0.84,0.9907692307692307,0.94,[141 141 141 ... 141 141 141],"[141 141 141 141 141 141 135 141 141 141 141 138 100 141 141 141 141 141
 141 141 141  19 141 141 141 141 141 141 141 141 141 425 141 141 141 141
 141 142 141 141 141 141 141 141 141 141 141 142 142 141]"
n03124170,0.7538461538461538,0.72,0.8938461538461538,0.86,[445 515 515 ... 515 515 515],"[515 457 515 515 515 799 515 515 515 515 515 515 515 443 515 515 655 402
 515 515 808 514 515 515 515 515 515 515 515 515 515 502 515 515 515 652
 715 515 515 731 958 515 515 515 695 515 515 655 515 515]"
n02138441,0.933076923076923,0.74,0.9738461538461538,0.92,[299 445 299 ... 299 336 299],"[299 299 299  86 299 299 299 299 299 299 299 299 299 299 299 299 299 299
 299 299 364 972 299 299 299 299 994 336 299 298 299 294 299 299  81 299
 355 299 299 299 279 299 299 299 133 299 298 299 298 299]"
n02111500,0.7461538461538462,0.72,0.9638461538461538,0.92,[257 257 257 ... 257 257 257],"[257 257 222 257 690 257 257 257 257 257 284 257 222 257 222 257 257 257
 257 257 257 242 257 257 257 257 257 257 257 257 257 257 222 208 222 222
 248 222 231 257 257 257 257 257 208 257 257 257 257 257]"
n02769748,0.7538461538461538,0.36,0.9230769230769231,0.66,[414 721 414 ... 414 414 411],"[435 452 797 414 636 792 636 748 414 414 518 739 414 414 131 636 593 412
 414 414 414 636 414 752 414 636 830 770 509 414 672 465 447 879 414 414
 636 414 636 414 645 414 842 636 785 835 414 880 414 797]"
n04200800,0.7153846153846154,0.62,0.9176923076923077,0.88,[788 860 655 ... 788 788 788],"[788 788 467 788 655 865 788 788 788 643 514 788 788 788 788 788 788 788
 788 788 788 788 398 788 788 788 788 788 788 424 774 884 428 788 788 345
 788 788 788 415 865 788 788 454 860 830 265 770 496 788]"
n04270147,0.5346153846153846,0.32,0.8276923076923077,0.68,[124 892 813 ... 813 813 892],"[543 813 868 964 692 506 965 813 813 813 813 463 738 813 813 938 813 680
 891 415 462 642 813 813 749 813 813 806 618 596 618 813 618 809 792 828
 910 910 828 960 962 648 813 650 813 903 813 399 909 534]"
n03063689,0.7176923076923077,0.68,0.9438461538461539,0.88,[550 849 550 ... 505 617 505],"[725 505 505 556 827 505 505 448 505 505 550 849 505 505 505 505 849 738
 505 505 505 505 846 849 505 505 505 505 505 453 505 505 849 505 505 899
 711 505 505 550 550 505 505 505 505 505 505 505 505 505]"
n01944390,0.8223076923076923,0.74,0.9515384615384616,0.88,[113 113 113 ... 113 113 114],"[113 113 113 113 113 125 113 113 113 113 113 113  79 113 113 113 988 113
 319 113 113  54 113 992 113 113 113 988 310 114 113 113 113 113 677 113
 113 113 987 113 113 113 113 995 989 113 113 113 113 113]"
n02226429,0.7353846153846154,0.66,0.9592307692307692,0.96,[312 311 312 ... 312 312 311],"[312 311 312 312 311 311 311 311 311 799 311 311 311 311 311 312 311 311
  18 311 311 312 311  94 311 311 312 311 311 311 311 313 311 311 315 311
 311 311 315 311 311 311 315 312 311 312 311 311 312 312]"
n02395406,0.59,0.58,0.9407692307692308,0.86,[341 341 341 ... 341 341 341],"[342 341 341 341 341 341 441 341 341 201 341 342 580 372 341 342 343 217
 674 341 341 341 342 268 342 766 341 341 341 104 341 330 343 341 341 341
 341 341 342 341 341 341 341 341 341 341 341 342 342 342]"
n03124043,0.7953846153846154,0.66,0.9123076923076923,0.74,[514 514 514 ... 514 514 514],"[514 597 514 514 957 788 514 514 774 514 630 514 514 515 514 514 514 514
 514 514 514 514 514 306 514 514 514 514 171 514 490 747 514 514 414 514
 523 514 514 475 514 514 514 514 703 880 514 514 596 445]"
n03188531,0.7876923076923077,0.6,0.9323076923076923,0.8,[529 529 529 ... 529 529 529],"[797 520 245 529 529 529 740 529 529 529 529 529 529 529 606 692 750 700
 219 520 785 529 529 728 529 529 529 529 843 419 790 529 516 104 823 529
 529 529 529 529 529 529 529 502 529 529 529 529 529 978]"
n01698640,0.8123076923076923,0.74,0.9661538461538461,0.94,[975  50  50 ...  50  50  50],"[ 50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  38  50
  50  34  50  50  50  49  50  49  49  50 136  50  50  50  50 142  50  50
  50  49  76  50  50  50  50 787  50  50  58  50 103  29]"
n02279972,0.9792307692307692,0.9,0.9938461538461538,0.92,[323 323 323 ... 323 323 323],"[323 323 738 323 323 323 323 323 323 323 323 323 323 711 323 323 323 323
 323 323 323 323 323 323 323  46  85 323 323 323 323 323 716 323 323 323
 323 323 323 323 323 323 323 323 323 323 323 323 323 323]"
n04136333,0.7223076923076923,0.66,0.9307692307692308,0.8,[775 775 775 ... 689 775 410],"[775 672 706 879 775 775 857 452 775 832 775 775 775 775 775 805 879 775
 775 831 775 775 775 775 775 775 552 775 667 824 775 775 483 775 775 775
 775 775 758 775 465 775  63 775 775 775 775 775 775 655]"
n15075141,0.69,0.38,0.9223076923076923,0.74,[589 999 999 ... 700 999 999],"[585 434 435 700 692 999 789 700 999 700 617 700 999 596 999 861 591 335
 762 999 999 700 861 700 333 999 999 854 794 999 700 999 898 617 999 805
 700 868 999 999 999 999 999 999 700 748 961 999 999 861]"
n04111531,0.88,0.88,0.9653846153846154,0.96,[766 766 766 ... 766 766 766],"[651 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766
 766 766 766 766 766 766 766 766 766 766 491 467 766 766 766 766 766 859
 766 766 544 766 766 766 766 800 766 766 766 766 766 766]"
n02786058,0.6476923076923077,0.64,0.8246153846153846,0.82,[459 509 916 ... 419 419 999],"[419 774 767 419 774 419 673 419 584 419 419 549 549 419 459 617 971 419
 419  53 419 419 419 419 419 785 419 419 739 419 942 419 419 929 419 419
 902 419 419 419 419 419 419 419 676 419 419 419 719 419]"
n04536866,0.7430769230769231,0.54,0.9053846153846153,0.74,[889 889 889 ... 889 889 889],"[420 424 541 558 889 889 486 889 889 546 165 683 432 333 422 889 889 889
 889 967 889 968 875 889 541 889 851 706 889 889 859 889 683 889 881  61
 889 889 889 889 889 889 889 889 593 889 402 889 889 889]"
n03249569,0.7330769230769231,0.48,0.9192307692307692,0.72,[541 503 541 ... 541 541 541],"[541 541 541 880 457 541 541 541 401 739 768 541 579 775 541 541 541 787
 541 823 577 541 542 541 542 541 819 981 541 745 776 541 541 541 722 541
 541 819 541 819 541 822 981 887 652 491 542 541 541 516]"
n04133789,0.7984615384615384,0.72,0.946923076923077,0.86,[774 774 774 ... 774 774 774],"[774 774 502 774 774 774 774 774 770 774 700 774 774 774 529 774 423 770
 774 774 774 774 774 774 774 774 502 774 726 774 774 774 774 646 774 774
 774 774 774 770 774 861 774 774 774 774 588 655 545 774]"
n01914609,0.7838461538461539,0.6,0.9815384615384616,0.86,[108 108 108 ... 393 328 108],"[108 108 393 108 108 393 973 973 108 108 108 108 985 108 108 850 108 108
   1 329 108 108 973 108 108 393 132 108 108 108 119 393 108 108 393 108
 393 108 973 108 946 108 108 107 108 108 108 108 973 116]"
n02412080,0.6276923076923077,0.52,0.9684615384615385,0.96,[348 348 348 ... 349 348 348],"[348 349 349 348 348 348 348 348 207 348 349 341 350 349 349 348 349 349
 348 348 349 348 348 348 348 348 349 349 349 349 348 349 349 349 348 348
 349 349 188 348 348 349 348 348 348 349 348 348 354 348]"
n02018207,0.943076923076923,0.88,0.9876923076923076,0.98,[ 99 137 137 ... 137 137 137],"[137 137 137 137 137  20 137 137 142 137 137 137 137 137 137 137 137 137
  99  97 137  18 137 137 137 137 137 137 137 137 137 137 137 137 137 137
 137  22 137 137 137 137 137 137 137 137 137 137 137 137]"
n07714990,0.8592307692307692,0.88,0.9738461538461538,0.98,[937 937 937 ... 937 937 937],"[937 937 937 937 937 923 938 937 937 938 937 937 937 937 937 937 937 937
 937 937 937 937 938 937 937 937 937 937 937 937 937 937 937 937 937 937
 937 937 937 937 937 937 937 940 938 937 937 937 937 937]"
n04525305,0.9153846153846154,0.94,0.9776923076923076,0.98,[886 886 886 ... 886 886 886],"[886 886 886 886 886 886 886 886 886 886 886 886 886 886 886 886 886 737
 886 886 886 886 886 886 886 886 886 886 886 886 886 886 886 886 886 454
 886 886 886 886 571 886 886 886 886 886 886 886 886 886]"
n01930112,0.8961538461538462,0.88,0.9623076923076923,0.94,[111 111 111 ... 111 111 111],"[ 52 111 111 111 517 111 111 111 111 111 111 111 111 991 111 111 111 111
 563 111 111 111 111 111 111 111 111 111 111 111 111 111 309 111 111 111
 111 111 111 111 111 943 111 111 111 111 111 111 111 111]"
n03042490,0.9615384615384616,0.88,0.9915384615384616,0.96,[500 500 500 ... 500 500 500],"[500 500 500 500 500 500 500 500 500 884 500 500 500 500 500 500 500 500
 500 500 500 500 500 500 500 500 500 500 500 500 500 500 500 649 500 649
 500 500 500 500 500 500 500 500 972 500 500 677 884 500]"
n07871810,0.7561538461538462,0.6,0.9592307692307692,0.88,[962 415 962 ... 962 962 962],"[962 891 965 935 963 962 928 962 509 962 962 659 962 962 962 962 923 962
 923 935 964 962 962 962 963 962 962 962 962 962 962 962 962 962 962 962
 923 923 962 962 415 941 937 935 962 962 923 934 962 962]"
n04389033,0.8792307692307693,0.8,0.9784615384615385,0.98,[847 847 847 ... 847 847 652],"[586 408 847 847 847 847 847 847 847 471 609 847 847 847 847 847 847 408
 847 847 847 847 847 847 847 847 847 847 847 586 847 847 847 847 586 586
 847 847 847 847 847 847 847 847 847 847 586 847 586 847]"
n01950731,0.89,0.86,0.9830769230769231,0.98,[115 115 115 ... 115 115 115],"[115 115 115 115 115 115 115 115 115 115 115 115 115 115 115 115 110  79
 115 115 115 115 115 115 115 115 110 115 115 115 973  65 115 115 115 115
 115 115 115 115 115 115 115 115 115 115 329 115 115 110]"
n13133613,0.7053846153846154,0.52,0.9384615384615385,0.92,[998 998 998 ... 987 998 998],"[987 998 998 998 987 987 998 998 998 998 998 987 998 998 998 987 987 987
 998 998 987 998 987 987 998 930 998 998 987 998 998 998 575 987 987 987
 987 998 452 987 987 987 987 335 998 998 987 998 998 998]"
n04553703,0.7776923076923077,0.8,0.9515384615384616,0.98,[896 896 896 ... 896 435 648],"[896 896 896 896 896 896 896 896 896 648 896 896 896 896 659 896 896 896
 861 896 896 896 896 896 896 896 896 896 896 731 648 896 896 896 435 896
 896 896 896 896 435 896 896 648 896 896 708 876 896 896]"
n04557648,0.6592307692307692,0.44,0.8723076923076923,0.66,[896 898 898 ... 898 151 898],"[804 898 898 513 845 898 898 898 737 898 637 703 862 195 612 870 899 818
 898 898 898 819 585 454 737 471 898 898 795 898 898 898 671 898 898 898
 775 898 761 899 898 747 970 898 680 898 541 898 692 444]"
n01675722,0.8146153846153846,0.66,0.946923076923077,0.86,[38 38 38 ... 38 38 38],"[ 26  38  28  38  38  42  38  38  38 330  38  38  26  38  26  38  32  38
  38  38  32  38  38  38  38  38  38  38  54  38  38  56  38  38 301  44
  32  38  38 120  26  38  38  38  38  38  38  38  65  56]"
n02100735,0.7976923076923077,0.7,0.9476923076923077,0.9,[ 39 212 212 ... 212 212 212],"[212 217 212 212 212 212 212 212 212 217 212 217 212 222 212 212 212 212
 212 428 212 212 212 212 285 212 247 212 212 212 212 192 212 215 212 196
 219 216 212 212 212 212 212 212 212 217 212 219 176 212]"
n02815834,0.813076923076923,0.48,0.9446153846153846,0.74,[438 438 438 ... 438 438 438],"[804 438 647 438 722 438 647 438 647 438 898 845 438 438 438 773 438 438
 617 415 618 712 647 438 438 813 804 438 441 845 966 659 438 438 438 438
 441 438 441 438 438 737 438 618 899 441 629 438 438 438]"
n07717410,0.8730769230769231,0.72,0.9753846153846154,0.94,[941 941 941 ... 941 943 941],"[941 941 643 940 941 941 941 941 941 941 941 941 941 941 940 941 941 941
 941 941 942 941 941 726 941 998 941 941 941 941 941 959 941 951 939 941
 941 941 945 941 962 940 941 941 941 941 941 941 939 940]"
n01631663,0.8753846153846154,0.72,0.9692307692307692,0.86,[27 27 27 ... 27 27 26],"[ 27  27  27  27  27  27  27 455  52  27  26  27  26  27 298 119  27  27
  27  27  27  27  27  26  27  27 677  27  27  27  27  27  26  27  27  27
  27  27  26  27 952  25 995  27  27  27  27 677  27  27]"
