class_number,wordnet_id,label,uri,n_train,n_val,n_humans_train,n_humans_val,Nunique_humans_train,gender_skewness_train,age_min_train,age_max_train,n_women_train,mean_age_women_train,std_age_women_train,n_men_train,mean_age_men_train,std_age_men_train,age_min_val,age_max_val,Nunique_humans_val,gender_skewness_val,n_women_val,mean_age_women_val,std_age_women_val,n_men_val,mean_age_men_val,std_age_men_val,age_min,age_max,n_faces_raw_audit,n_faceswithages_audit,n_train_audit,mean_age_audit,std_age_audit,skew_age_audit,n_faceswithages_audit_2,n_train_audit_2,mean_gender_audit,std_gender_audit,skew_gender_audit,mean_nsfw_train,mean_nsfw_val,std_nsfw_train,std_nsfw_val,mean_top1_train_r50,mean_top1_val_r50,mean_top5_train_r50,mean_top5_val_r50,pred_train_r50,pred_val_r50,mean_top1_train_nnm,mean_top1_val_nnm,mean_top5_train_nnm,mean_top5_val_nnm,pred_train_nnm,pred_val_nnm,class_number_umap,label_renamed_glove,umap_x,umap_y
444,n02835271,"bicycle-built-for-two, tandem bicycle, tandem",http://wordnet-rdf.princeton.edu/wn30/02835271-n,1300,50,160,4,226,-1.196130568120175,9.0,57.0,55.0,24.036363636363635,6.866352841705803,171.0,32.18713450292397,9.043688633161098,17.0,39.0,6,0.0,,,,6.0,26.5,9.91463564635635,17.0,39.0,5091,422,1300,33.68422682173496,8.793861855017111,0.6928884925261883,422,1300,0.6370161320513189,0.4174756407031003,-0.523891157677624,0.09535707323393812,0.06947772337495735,0.19477317982636327,0.17316696867544362,0.8315384615384616,0.74,0.9776923076923076,0.96,[444 671 444 ... 671 444 444],"[444 489 444 444 718 444 870  50 880 444 444 444 444 444 444 444 444 444
 444 444 444 870 730 444 671 444 444 671 444 444 444 444 444 444 444 870
 444 444 444 444 671 671 444 699 444 444 444 444 444 444]",0.8653846153846154,0.9,0.9830769230769232,0.98,[444 444 444 ... 444 444 444],"[444 870 444 444 444 444 870 665 444 444 444 444 444 444 444 444 444 444
 444 444 444 444 444 444 444 444 444 444 444 444 444 444 444 444 444 444
 444 444 444 444 444 444 444 612 444 444 880 444 444 444]",444,trikes,4.8186045,5.507153
445,n02837789,"bikini, two-piece",http://wordnet-rdf.princeton.edu/wn30/02837789-n,1300,50,700,18,871,-0.2616834682451761,2.0,56.0,379.0,26.155672823219,6.54003044008378,492.0,30.764227642276424,7.649481220712736,15.0,45.0,26,-0.4743416490252571,10.0,25.1,6.367451958550174,16.0,27.875,8.293571807932535,2.0,56.0,3940,1093,1300,24.882950124792018,5.296957718580844,1.1908622136549079,1093,1300,0.18688311556026926,0.3019656596548416,1.8764874488121643,0.8593693262799897,0.7298584918474171,0.2331913230650649,0.3137587279336749,0.8492307692307692,0.64,0.9776923076923076,0.84,[638 445 655 ... 445 445 445],"[562 639 445 445 445 445 445 445 445 433 223 445 445 643 445 445 671 445
 445 876 445 445 112 978 433 445 445 445 433 445 445 445 424 445 445 433
 445 972 445 818 459 445 445 890 445 977 445 445 445 445]",0.7792307692307693,0.6,0.9723076923076924,0.9,[445 445 836 ... 445 445 445],"[842 445 842 445 445 445 445 445 445 801 223 445 445 917 445 445 978 445
 445 876 445 903 639 445 433 842 445 445 693 445 445 445 424 445 445 433
 977 445 445 459 459 445 445 842 445 977 445 445 445 842]",445,"bikini, two-piece",1.7628131,6.691945
446,n02840245,"binder, ring-binder",http://wordnet-rdf.princeton.edu/wn30/02840245-n,1300,50,11,0,14,-1.392621247645582,19.0,40.0,3.0,26.33333333333333,3.2145502536643185,11.0,32.27272727272727,6.543560331973858,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,40.0,1134,14,1300,32.20275845210837,14.437911221318714,0.6832252550425603,14,1300,0.5507638151092185,0.4203613515663847,-0.11640583348630675,0.01316566951270666,0.005726868667696561,0.05706880618402465,0.00991460904813222,0.6976923076923077,0.6,0.9215384615384616,0.88,[446 446 446 ... 446 446 446],"[446 446 446 446 798 791 446 446 549 446 446 446 446 446 446 692 446 446
 446 893  79 754 446 446 446 893 446 893 632 721 446 446 692 446 921 446
 478 499 446 893 477 446 446 446 893 446 893 446 893 446]",0.7315384615384616,0.54,0.9215384615384616,0.82,[893 446 446 ... 446 446 592],"[446 446 446 446 563 549 446 446 549 446 446 446 549 446 549 446 446 446
 446 851 845 636 446 896 464 512 446 893 446 721 446 446 921 549 919 446
 921 549 434 893 553 446 446 446 446 446 893 446 893 446]",446,"binder, ring-binder",1.7126042000000001,5.556217
447,n02841315,"binoculars, field glasses, opera glasses",http://wordnet-rdf.princeton.edu/wn30/02841315-n,1300,50,120,6,134,-1.9686133689709693,12.0,74.0,20.0,28.5,7.857279561353482,114.0,35.79824561403509,8.705790794354588,25.0,59.0,7,-2.0412414523193148,1.0,25.0,,6.0,41.333333333333336,9.437513796899408,12.0,74.0,2812,180,1300,31.873204303262128,13.110054109414468,0.7458318758273678,180,1300,0.6745824682991948,0.3803807453082012,-0.7539102056981014,0.08912819318246673,0.10922688141354228,0.20747495794433524,0.21232036111756675,0.7415384615384616,0.44,0.8776923076923077,0.74,[447 447 447 ... 447 447 447],"[447 471 447 447 732 447 536 447 447 593 704 597 543 608 855 373 447 447
 391 447 427 613 447 447 653 471 447 447 447 759 447 758 447 421 920 524
 447 447 913 704 447 447 461 759 447 707 447 424 460 855]",0.8353846153846154,0.62,0.9076923076923076,0.72,[447 447 447 ... 447 447 447],"[447 471 447 447 745 570 576 447 447 447 447 464 744 697 447 373 447 447
 420 447 427 613 447 447 447 744 447 471 447 869 447 447 447 650 447 524
 447 447 447 704 447 447 447 447 447 707 447 447 447 711]",447,"binoculars, field glasses, opera glasses",2.4553830000000003,3.8602953
448,n02843684,birdhouse,http://wordnet-rdf.princeton.edu/wn30/02843684-n,1300,50,13,0,18,0.0,12.0,47.0,9.0,23.66666666666667,9.354143466934854,9.0,29.444444444444446,11.114305096486142,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,47.0,1646,17,1300,34.429612556703376,20.958814336321602,0.14371486219169358,17,1300,0.4401645266505722,0.3640326755096899,0.4920624394131126,0.015510651565894913,0.02114279030955004,0.05939319377215626,0.048510662901825465,0.8730769230769231,0.8,0.9569230769230768,0.94,[448 448 517 ... 448 448 448],"[448 448 448 448 448 733 448 448 448 448 448 442 448 448 448 448 448 448
 448 792 666 448 448 448 458 492 448 448 448 448 448 448 448 448 448 448
 448 448 448 448 899 448 448 716 448 750 448 677 448 448]",0.8692307692307693,0.82,0.9607692307692308,0.94,[448 448 733 ... 448 448 448],"[448 448 448 448 637 571 448 448 448 448 448 448 448 448 448 913 448 448
 448 984 515 448 448 448 448 492 448 448 448 448 448 448 448 448 448 448
 448 448 448 448 577 448 448 716 448 448 448 677 448 448]",448,birdhouse,1.5706286,7.499969999999999
449,n02859443,boathouse,http://wordnet-rdf.princeton.edu/wn30/02859443-n,1300,50,1,0,1,0.0,18.0,18.0,,,,1.0,18.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,18.0,1497,1,1300,53.786550938331004,0.0,0.0,1,1300,0.6289771795272819,,0.0,0.0049444300928770425,0.007395480354643952,0.025645694733082782,0.014868868779598057,0.77,0.66,0.9576923076923076,0.96,[449 449 449 ... 449 449 449],"[425 540 975 449 449 449 536 449 449 449 718 449 425 449 449 449 449 449
 449 425 449 425 913 449 449 975 449 449 540 449 449 449 449 448 449 449
 449 580 449 425 913 449 536 449 449 525 449 449 449 449]",0.8315384615384616,0.8,0.9669230769230768,0.94,[536 449 449 ... 449 449 449],"[425 449 536 449 449 449 554 449 449 449 449 449 449 975 449 449 449 449
 449 449 449 425 449 449 449 460 449 449 449 449 449 449 449 448 449 449
 449 912 449 449 913 449 660 449 449 449 449 449 449 449]",449,boathouse,4.500017,6.676480000000001
450,n02860847,"bobsled, bobsleigh, bob",http://wordnet-rdf.princeton.edu/wn30/02860847-n,1300,50,95,1,141,-0.921425195142776,3.0,49.0,41.0,21.87804878048781,6.356866845983245,100.0,28.34,9.096808187046662,11.0,11.0,1,0.0,,,,1.0,11.0,,3.0,49.0,5084,355,1300,30.222892457735227,9.613201900419098,0.441514792075844,355,1300,0.7346812216669948,0.3502739224902929,-1.021970428670781,0.03901090933318475,0.020878168674994414,0.0990667686091495,0.055994222658320617,0.9023076923076924,0.82,0.9746153846153848,0.94,[450 450 450 ... 450 450 812],"[450 450 450 562 450 450 450 450 450 450 450 803 450 450 450 450 450 450
 450 450 450 450 865 450 450 450 450 830 450 450 407 450 450 450 450 450
 450 450 760 450 450 450 450 450 802 802 450 450 450 907]",0.9346153846153846,0.84,0.9807692307692308,0.92,[450 450 450 ... 450 450 407],"[450 450 450 792 450 450 450 450 450 450 450 450 450 450 450 450 450 819
 450 450 450 450 450 450 450 450 795 671 450 450 450 450 450 450 450 450
 450 450 541 814 450 450 450 450 802 450 450 450 450 758]",450,"bobsled, bobsleigh, bob",4.820558,6.125414
451,n02865351,"bolo tie, bolo, bola tie, bola",http://wordnet-rdf.princeton.edu/wn30/02865351-n,1300,50,82,2,111,-1.926204254105899,11.0,82.0,17.0,27.823529411764714,9.422282725789216,94.0,39.06382978723404,13.76828872526753,31.0,76.0,3,-0.7071067811865475,1.0,37.0,,2.0,53.5,31.819805153394643,11.0,82.0,1302,121,1300,38.253580704442186,17.200046113120198,0.4476843955839586,121,1300,0.6971183845336538,0.4047882430835504,-0.8621363590620601,0.019957569249534655,0.019792635083278862,0.0915801495534062,0.11633494770997567,0.88,0.8,0.9453846153846154,0.98,[589 604 451 ... 451 451 451],"[451 451 451 451 451 617 584 451 451 451 584 826 451 494 451 451 451 451
 451 451 777 451 857 451 451 451 451 451 451 451 451 451 774 451 451 451
 451 910 451 451 451 451 451 451 684 451 451 451 451 451]",0.8923076923076924,0.82,0.9492307692307692,0.92,[451 451 451 ... 451 451 451],"[451 451 451 451 451 617 584 451 451 451 451 451 451 494 623 451 451 451
 451 451 451 451 857 451 451 451 451 451 451 451 451 451 451 451 451 451
 488 641 451 451 451 451 542 451 684 451 451 451 451 451]",451,"bolo tie, bolo, bola tie, bola",2.5894895,6.7374196
452,n02869837,"bonnet, poke bonnet",http://wordnet-rdf.princeton.edu/wn30/02869837-n,1300,50,461,13,515,-0.28638684039871104,1.0,83.0,221.0,23.35294117647059,8.801464389581403,294.0,32.425170068027214,9.782594723655485,5.0,33.0,15,0.1336306209562122,8.0,19.375,9.5608950567253,7.0,22.57142857142857,3.3594217189442412,5.0,33.0,2356,647,1300,22.207919927131872,12.240710041807569,1.5881777757930384,647,1300,0.3057594812653992,0.32176845229507395,0.9558434435762966,0.10972372414836608,0.08969022913819573,0.20718105699393932,0.1726041069339063,0.7876923076923077,0.64,0.9392307692307692,0.76,[452 427 452 ... 452 452 474],"[452 490 452 748 452 452 452 452 451 452 750 452 816 658 452 452  50 552
 452 452 452 452 428 885 452 229 452 452 452 824 452 452 217 452 830 452
 105 452 451 452 452 452 452 452 452 411 658 452 452 452]",0.81,0.74,0.9423076923076924,0.86,[452 339 452 ... 793 452 452],"[452 452 515 748 452 452 452 452 451 452 591 452 696 658 452 452 452 491
 452 452 452 452 463 452 452 552 452 452 452 533 452 452 151 452 696 452
 452 452 452 452 452 452 452 452 936 452 452 452 452 452]",452,"bonnet, poke bonnet",1.7876076,5.861619
453,n02870880,bookcase,http://wordnet-rdf.princeton.edu/wn30/02870880-n,1300,50,30,1,34,-0.754433536154318,12.0,48.0,11.0,25.54545454545455,7.659812482869753,23.0,32.21739130434783,6.967173169678259,27.0,31.0,2,0.0,,,,2.0,29.0,2.8284271247461903,27.0,31.0,1638,45,1300,30.864386410566684,12.746188054211151,0.6319379844772912,45,1300,0.6439976021233529,0.4236062187734123,-0.5494334605273944,0.02643493846647588,0.02514191580756069,0.0888074949258875,0.07736450116316516,0.7676923076923077,0.62,0.9684615384615384,0.88,[453 453 453 ... 453 454 453],"[495 453 851 453 564 453 548 453 851 453 495 453 453 648 454 453 453 453
 454 453 453 453 453 453 492 453 453 548 453 453 453 453 453 453 881 453
 454 453 453 453 454 453 492 492 624 453 453 453 532 624]",0.7861538461538462,0.64,0.9753846153846154,0.9,[453 453 624 ... 453 624 453],"[495 564 548 453 564 453 548 453 453 453 495 564 453 453 453 453 453 453
 921 453 453 453 453 453 492 453 453 548 453 453 453 453 492 453 771 454
 453 453 453 548 454 453 453 492 453 453 453 453 598 624]",453,bookcase,1.2708031000000002,4.5451464999999995
454,n02871525,"bookshop, bookstore, bookstall",http://wordnet-rdf.princeton.edu/wn30/02871525-n,1300,50,101,4,122,-1.4620984777924106,13.0,63.0,25.0,22.68,7.06352131258435,97.0,34.5360824742268,8.720261195999836,19.0,31.0,4,-1.1547005383792517,1.0,23.0,,3.0,25.0,6.0,13.0,63.0,3572,178,1300,34.7388533512215,12.415617926428645,0.6775827632000405,178,1300,0.6779693952340399,0.4063554723160192,-0.7351104022289381,0.03747590685299669,0.03971577259122569,0.10113446556773703,0.0980120686362274,0.7246153846153847,0.48,0.9569230769230768,0.84,[454 454 454 ... 454 498 454],"[454 454 454 454 454 454 480 860 454 454 454 624 454 453 498 886 454 799
 624 454 582 424 865 454 454 624 858 624 454 552 454 454 624 453 478 920
 424 762 762 454 454 624 509 917 481 454 454 454 454 454]",0.7223076923076923,0.56,0.9576923076923076,0.86,[454 454 454 ... 454 454 454],"[454 454 454 454 454 509 480 860 454 454 454 454 868 454 498 886 454 495
 454 865 509 454 865 454 454 624 624 454 454 775 454 454 624 454 860 557
 919 853 860 454 454 624 509 454 454 498 454 454 454 454]",454,"bookshop, bookstore, bookstall",2.1393929,6.23805
455,n02877765,bottlecap,http://wordnet-rdf.princeton.edu/wn30/02877765-n,1300,50,33,0,38,-0.21170244960998555,9.0,58.0,17.0,24.64705882352941,11.25800368887946,21.0,35.57142857142857,7.736739808029146,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,58.0,4052,102,1300,29.500367057270594,9.895771023790038,0.9948005779742266,102,1300,0.5809934549444516,0.3804307112403123,-0.24376670686438034,0.025465845660808537,0.00991000614065058,0.10144570487519283,0.018169806722843268,0.8061538461538461,0.54,0.916923076923077,0.76,[455 611 556 ... 455 455 455],"[455 455 463 509 679 455 769 455 455 692 679 455 455 679 455 455 455 760
 455 455 455 455 455 455 455 943 455 611 560 679 455 455 455 679 440 954
 679 455 455 723 898 455 597 116 455 455 429 455 818 849]",0.8369230769230769,0.68,0.933846153846154,0.78,[455 611 556 ... 455 455 455],"[455 455 720 919 684 455 908 455 455 692 917 455 455 455 455 455 455 453
 455 455 455 455 455  33 455 753 455 611 455 455 455 455 455 883 440 831
 679 455 455 457 455 455 455 455 455 455 455 455 455 845]",455,bottlecap,1.3451038999999998,7.2698483
456,n02879718,bow,http://wordnet-rdf.princeton.edu/wn30/02879718-n,1300,50,238,5,288,-1.6609637327504725,8.0,74.0,52.0,23.461538461538463,7.578249418790178,236.0,33.177966101694906,8.94962864407966,16.0,47.0,6,-0.7071067811865472,2.0,17.5,0.7071067811865476,4.0,28.0,13.291601358251256,16.0,47.0,4218,400,1300,31.69805348384056,12.420424814863946,0.8162547226599308,400,1300,0.7732932058320146,0.3442918240079419,-1.3120181161504496,0.0826999192568409,0.09547049125239873,0.17338637396316672,0.2135017970559231,0.6861538461538461,0.42,0.8692307692307693,0.72,[887 843 456 ... 456 596 614],"[456 456 840 456 216 758 391 456 456 303 730 456 456 456 947 699 840 671
 456 674 740 391 456 456 456 843 456 456 684 462 597 708 420 456 456 456
 456 872 478 456 670 970 456 522   9 488 763 488 456 776]",0.7623076923076924,0.64,0.9107692307692308,0.78,[614 456 456 ... 456 777 614],"[456 456 456 456 830 621 456 456 456 456 730 456 456 456 758 655 856 456
 456 456 456 862 456 456 456 733 795 456 456 491 535 708 840 733 456 456
 456 456 456 456 456 445 456 456 596 456 763 456 456 776]",456,bow,2.7684457,6.7341175
457,n02883205,"bow tie, bow-tie, bowtie",http://wordnet-rdf.princeton.edu/wn30/02883205-n,1300,50,822,32,1095,-1.5288366288234128,1.0,84.0,215.0,27.260465116279068,9.620221584457283,880.0,35.8590909090909,10.719323628795236,12.0,68.0,43,-1.2661083298953149,10.0,27.9,9.21894185299424,33.0,34.90909090909091,10.604726647713617,12.0,68.0,3351,1205,1300,30.73194833229614,12.450553345396957,0.7994974072123325,1205,1300,0.8167042853519378,0.32875198875621525,-1.6101909092655529,0.0977308674633388,0.0774391379273311,0.20128089097900476,0.1505961841336601,0.6561538461538462,0.64,0.8469230769230769,0.84,[457 457 650 ... 699 401 457],"[457 652 457 721 457 457 457 579 457 676 906 457 499 457 552 457 982 652
 457 457 457 457 523 457 457 470 982 676 916 457 457 457 457 457 457 774
 457 515 716 457 457 457 457 457 457 457 451 457 457 457]",0.6923076923076923,0.7,0.8569230769230769,0.82,[457 457 641 ... 650 681 457],"[617 982 457 721 457 457 457 681 457 457 906 457 473 457 697 457 457 457
 457 457 457 457 523 457 457 626 982 678 499 457 457 457 834 457 457 722
 457 684 457 457 457 457 457 457 457 457 457 457 457 457]",457,"bow tie, bow-tie, bowtie",2.5999212000000003,6.7457824
458,n02892201,"brass, memorial tablet, plaque",http://wordnet-rdf.princeton.edu/wn30/02892201-n,1300,50,17,0,20,-4.129483209670108,17.0,79.0,1.0,24.0,,19.0,49.68421052631579,17.039342161202985,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,79.0,1146,26,1300,43.252743336180636,12.360542506597552,-0.6051494137461632,26,1300,0.8919311160078413,0.23474646603586805,-2.257639811793915,0.007885959715616645,0.009562012469211822,0.032165664289160636,0.03247057178488408,0.89,0.86,0.9738461538461538,0.96,[458 458 458 ... 458 458 458],"[458 458 458 458 754 458 458 458 458 458 458 458 458 458 458 458 458 458
 458 458 458 608 464 458 458 458 458 887 458 458 458 458 617 458 458 458
 458 458 787 640 458 458 458 458 458 458 458 458 458 458]",0.8853846153846154,0.92,0.9646153846153848,1.0,[458 458 458 ... 458 458 458],"[458 458 458 458 458 458 458 458 458 458 458 458 458 458 458 458 458 458
 703 458 458 982 458 458 458 458 458 458 458 458 458 458 610 458 458 637
 458 458 458 458 458 458 458 458 458 458 458 458 458 458]",458,"brass, memorial tablet, plaque",2.844179,5.4193754
459,n02892767,"brassiere, bra, bandeau",http://wordnet-rdf.princeton.edu/wn30/02892767-n,1300,50,458,15,527,-0.20987475081941184,14.0,78.0,236.0,27.860169491525426,6.198278962648418,291.0,30.99656357388316,6.461289655504056,18.0,40.0,20,0.0,10.0,24.7,4.164666186436128,10.0,31.5,5.275730597114805,18.0,40.0,2243,561,1300,25.030235028241634,5.628040377385318,1.9002862421593618,561,1300,0.16157643422949178,0.27377025818493456,2.162726616658599,0.6102334065168428,0.5251280380235311,0.41427369947410336,0.4029574952162808,0.6776923076923077,0.48,0.8992307692307693,0.74,[459 638 459 ... 678 459 459],"[774 474 459 457 415 879 459 458 459 459 459 445 459 459 445 643 804 459
 459 112 459 515 982 664 774 842 961 435 459 459 445 459 459 314 124 459
 459 459 629 459 445 459 459 459 445 445 459 459 459 445]",0.7361538461538462,0.56,0.903846153846154,0.76,[459 459 459 ... 459 459 459],"[459 474 459 457 459 879 445 445 788 459 459 459 445 459 459 597 499 459
 459 459 459 608 982 851 459 211 945 876 459 459 445 459 459 740 122 459
 459 459 903 459 445 459 459 459 842 445 459 459 459 459]",459,"brassiere, bra, bandeau",1.6222696,6.618274
460,n02894605,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",http://wordnet-rdf.princeton.edu/wn30/02894605-n,1300,50,3,0,3,0.7071067811865478,17.0,30.0,2.0,23.5,9.192388155425117,1.0,18.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,30.0,1718,12,1300,30.287176333293147,12.03641673348874,0.15137134267614927,12,1300,0.6653358072896175,0.4136565398447263,-0.8492696957127954,0.01304028951050769,0.014519694777989115,0.06722800599593783,0.06843899934793439,0.8184615384615385,0.68,0.9838461538461538,0.94,[460 460 460 ... 460 460 460],"[437 460 780 460 460 238 460 460 976 460 460 460 978 460 460 460 517 460
 329 460 460 913 460 460 460 978 460 437 460 562 839 460 460 562 460 460
 447 460 460 460 460 913 977 460 460 460 460 460 460 460]",0.7607692307692308,0.66,0.9592307692307692,0.92,[460 460 460 ... 147 460 460],"[437 460 460 460 460 977 460 460 976 437 460 460 975 460 460 460 517 460
 972 460 460 913 460 460 460 978 525 437 460 562 460 460 460 472 460 460
 405 460 460 460 460 913 978 825 460 460 460 460 460 460]",460,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",4.459669,6.735547500000001
461,n02895154,"breastplate, aegis, egis",http://wordnet-rdf.princeton.edu/wn30/02895154-n,1300,50,101,3,125,-1.2698142229946623,11.0,71.0,29.0,27.62068965517241,10.069096260707273,96.0,36.65625,11.118337744938598,35.0,46.0,3,0.0,,,,3.0,39.66666666666666,5.686240703077327,11.0,71.0,2391,156,1300,32.284718204040004,11.692957621945439,0.3772868033264217,156,1300,0.6792002645245069,0.3931725264306088,-0.7255205320534113,0.0583315835147057,0.08993499841899101,0.14684602193267648,0.16660983699117748,0.6592307692307692,0.38,0.9407692307692308,0.92,[847 461 490 ... 614 885 524],"[461 461 461 524 643 461 524 524 524 787 469 461 524 524 461 524 412 461
 787 461 725 461 787 524 461 461 461 524 524 461 501 524 474 461 461 461
 787 524 461 524 107 461 907 490 461 385 524 524 490 524]",0.4853846153846154,0.4,0.9353846153846154,0.92,[461 461 787 ... 490 506 524],"[461 461 461 524 461 461 524 524 524 787 461 461 524 524 461 461 505 461
 787 461 461 461 787 524 524 461 461 524 524 461 501 524 461 524 524 524
 787 524 653 524 461 461 467 524 461  69 524 524 524 524]",461,"breastplate, aegis, egis",2.2106357000000005,6.682980000000001
462,n02906734,broom,http://wordnet-rdf.princeton.edu/wn30/02906734-n,1300,50,54,4,60,-0.5533715710928596,1.0,73.0,22.0,20.13636363636364,7.535916884496755,38.0,29.815789473684212,11.425091550068812,19.0,32.0,7,-0.948683298050514,2.0,21.0,2.8284271247461903,5.0,29.2,1.9235384061671343,1.0,73.0,1724,115,1300,27.141954449527425,11.690895238127933,0.8784851499366009,115,1300,0.5771798331918111,0.3912839021164462,-0.2673327971419087,0.043308801609341516,0.0509580978615486,0.12734897770970613,0.1094022620256742,0.7423076923076923,0.48,0.9192307692307692,0.86,[462 462 462 ... 462 462 731],"[795 462 462 462 440 644 840 843 637 462 462 840 462 462 616 421 462 840
 491 462 696 462 462 462 578 616 462 462 462 462 731 462 462 462 462 840
 259 840 462 207 462 696 462 696 462 741 733 743 618 696]",0.786923076923077,0.6,0.9292307692307692,0.84,[462 462 462 ... 462 462 462],"[462 462 462 792 462 462 731 843 704 462 462 462 840 462 506 462 462 840
 462 462 696 462 462 462 578 462 462 462 462 462 606 462 462 462 462 840
 204 840 462 270 462 696 462 696 799 601 792 462 618 462]",462,broom,3.0457544,5.5715575
463,n02909870,"bucket, pail",http://wordnet-rdf.princeton.edu/wn30/02909870-n,1300,50,79,2,85,0.3585685828003179,4.0,53.0,50.0,20.52,10.579610733165287,35.0,29.285714285714285,10.988152519796914,17.0,25.0,2,0.0,1.0,17.0,,1.0,25.0,,17.0,25.0,1998,127,1300,20.85786177052027,11.553348037361081,1.6396476987252326,127,1300,0.5672288416466841,0.4012335990961826,-0.2373389426422072,0.07136136218786998,0.0821446277927166,0.1815136211431216,0.19163017544251046,0.6876923076923077,0.5,0.9007692307692308,0.8,[463 463 463 ... 463 838 463],"[478 840 429 463 463 463 463 463 852 861 453 463 463 523 463 828 463 463
 463 469 633 463 562 463 463 463 738 600 463 504 463 435 738 463 968 899
 463 463 463 478 653 515 463 463 412 463 412 463 412 427]",0.6938461538461539,0.56,0.8930769230769231,0.82,[463 463 463 ... 463 790 463],"[767 840 429 463 463 463 469 463 463 463 478 463 463 840 463 828 463 463
 463 469 412 463 469 463 463 427 738 488 463 504 463 435 463 463 738 463
 463 463 463 731 666 600 463 463 412 463 463 463 412 522]",463,"bucket, pail",1.9205254,5.3324914
464,n02910353,buckle,http://wordnet-rdf.princeton.edu/wn30/02910353-n,1300,50,20,2,22,-2.11925177130407,16.0,53.0,3.0,24.66666666666667,0.5773502691896258,19.0,34.68421052631579,7.594242201818628,23.0,32.0,2,0.0,1.0,23.0,,1.0,32.0,,16.0,53.0,2068,27,1300,31.215708242795795,8.972001242477274,1.0314230000412952,27,1300,0.5684284071213803,0.4409617254146077,-0.26772925170922074,0.040823046650664135,0.046006914007961086,0.1255626092771769,0.1482040039069981,0.693076923076923,0.5,0.8884615384615384,0.7,[774 451 464 ... 464 464 514],"[584 464 464 464 584 689 584 636 464 451 533 464 464 464 464 464 464 464
 464 464 700 695 655 818 772 917 464 539 464 495 464 464 464 584 448 597
 464 695 763 840 445 636 464 893 464 512 464 464 464 464]",0.7192307692307692,0.48,0.8930769230769231,0.66,[774 464 464 ... 464 464 514],"[584 461 464 464 770 443 641 772 464 584 658 464 464 464 464 464 464 464
 464 464 464 902 608 464 446 441 512 709 464 887 464 464 464 584 679 535
 464 464 763 880 459 636 464 893 464 777 785 626 464 464]",464,buckle,2.4116802,6.2194
465,n02916936,bulletproof vest,http://wordnet-rdf.princeton.edu/wn30/02916936-n,1176,50,232,17,300,-2.2449443222592835,11.0,63.0,38.0,27.052631578947373,6.754167355892823,262.0,35.24045801526717,9.108930219905305,19.0,49.0,19,-2.5724787771376327,2.0,30.0,4.242640687119285,17.0,33.882352941176464,8.528498936955263,19.0,49.0,1761,300,1176,32.186674791613484,9.583185133860914,0.501580624900842,300,1176,0.878279294025463,0.25645394948911043,-2.2942826867506287,0.034341169195852096,0.07568904518161106,0.0915586091687032,0.14253137985087114,0.8078231292517006,0.42,0.935374149659864,0.72,[465 465 776 ... 414 756 465],"[457 523 834 465 465 465 413 652 465 518 597 413 613 652 465 314 524 636
 413 465 608 490 465 465 465 465 465 465 615 652 465 768 445 609 465 518
 465 652 413 465 465 652 413 465 225 465 465 734 465 795]",0.8188775510204082,0.46,0.9455782312925172,0.82,[465 465 593 ... 465 465 465],"[444 627 671 465 465 465 879 652 465 652 465 652 465 652 465 424 652 636
 465 560 621 610 465 465 465 465 465 490 465 652 465 768 929 609 465 518
 465 652 652 465 465 652 413 465 225 465 465 734 465 795]",465,bulletproof vest,2.2460098,7.1092863
466,n02917067,"bullet train, bullet",http://wordnet-rdf.princeton.edu/wn30/02917067-n,1300,50,24,0,35,-1.111324765783043,13.0,46.0,9.0,22.222222222222218,7.949493345141214,26.0,30.423076923076927,6.543229031131812,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,46.0,2372,76,1300,28.88873531806236,9.591504213392968,0.2432759334197244,76,1300,0.6921138965500221,0.4030132286377957,-0.8065460335595649,0.04064415264812386,0.018406725110344267,0.10413285778630063,0.04325391718054475,0.946923076923077,0.92,0.9861538461538462,0.98,[466 466 466 ... 466 466 466],"[466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466
 466 466 466 466 466 705 466 466 466 466 466 466 466 466 466 466 466 466
 871 466 466 466 466 466 705 466 466 466 466 466 466 538]",0.9653846153846154,0.98,0.9884615384615384,0.98,[466 466 466 ... 466 466 466],"[466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466
 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466
 466 466 466 466 466 466 466 466 466 466 466 466 466 829]",466,"bullet train, bullet",3.8522809000000002,5.416986
