class_number,wordnet_id,label,uri,n_train,n_val,n_humans_train,n_humans_val,Nunique_humans_train,gender_skewness_train,age_min_train,age_max_train,n_women_train,mean_age_women_train,std_age_women_train,n_men_train,mean_age_men_train,std_age_men_train,age_min_val,age_max_val,Nunique_humans_val,gender_skewness_val,n_women_val,mean_age_women_val,std_age_women_val,n_men_val,mean_age_men_val,std_age_men_val,age_min,age_max
461,n02895154,"breastplate, aegis, egis",http://wordnet-rdf.princeton.edu/wn30/02895154-n,1300,50,101,3,125,-1.2698142229946625,11.0,71.0,29.0,27.620689655172413,10.069096260707273,96.0,36.65625,11.118337744938598,35.0,46.0,3,0.0,,,,3.0,39.666666666666664,5.686240703077327,11.0,71.0
462,n02906734,broom,http://wordnet-rdf.princeton.edu/wn30/02906734-n,1300,50,54,4,60,-0.5533715710928596,1.0,73.0,22.0,20.136363636363637,7.535916884496756,38.0,29.81578947368421,11.425091550068812,19.0,32.0,7,-0.9486832980505139,2.0,21.0,2.8284271247461903,5.0,29.2,1.9235384061671346,1.0,73.0
463,n02909870,"bucket, pail",http://wordnet-rdf.princeton.edu/wn30/02909870-n,1300,50,79,2,85,0.3585685828003179,4.0,53.0,50.0,20.52,10.579610733165286,35.0,29.285714285714285,10.988152519796916,17.0,25.0,2,0.0,1.0,17.0,,1.0,25.0,,17.0,25.0
464,n02910353,buckle,http://wordnet-rdf.princeton.edu/wn30/02910353-n,1300,50,20,2,22,-2.11925177130407,16.0,53.0,3.0,24.666666666666668,0.5773502691896258,19.0,34.68421052631579,7.594242201818628,23.0,32.0,2,0.0,1.0,23.0,,1.0,32.0,,16.0,53.0
465,n02916936,bulletproof vest,http://wordnet-rdf.princeton.edu/wn30/02916936-n,1176,50,232,17,300,-2.2449443222592835,11.0,63.0,38.0,27.05263157894737,6.754167355892823,262.0,35.24045801526717,9.108930219905304,19.0,49.0,19,-2.5724787771376327,2.0,30.0,4.242640687119285,17.0,33.88235294117647,8.528498936955263,19.0,49.0
466,n02917067,"bullet train, bullet",http://wordnet-rdf.princeton.edu/wn30/02917067-n,1300,50,24,0,35,-1.111324765783043,13.0,46.0,9.0,22.22222222222222,7.949493345141214,26.0,30.423076923076923,6.543229031131812,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,46.0
467,n02927161,"butcher shop, meat market",http://wordnet-rdf.princeton.edu/wn30/02927161-n,1300,50,154,4,170,-1.4109850951162213,13.0,73.0,36.0,23.194444444444443,7.367183778445928,134.0,31.828358208955223,9.119528842369643,19.0,33.0,4,-1.1547005383792515,1.0,33.0,,3.0,25.666666666666668,5.8594652770823155,13.0,73.0
468,n02930766,"cab, hack, taxi, taxicab",http://wordnet-rdf.princeton.edu/wn30/02930766-n,1300,50,10,0,10,-0.8728715609439693,19.0,47.0,3.0,35.333333333333336,10.115993936995679,7.0,30.857142857142858,7.646972634722219,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,47.0
469,n02939185,"caldron, cauldron",http://wordnet-rdf.princeton.edu/wn30/02939185-n,1300,50,46,4,57,-1.1819517616118724,6.0,57.0,14.0,24.214285714285715,8.001716848743934,43.0,30.953488372093023,10.995569428880787,16.0,68.0,5,-0.4082482904638628,2.0,26.0,14.142135623730951,3.0,46.0,20.29778313018444,6.0,57.0
470,n02948072,"candle, taper, wax light",http://wordnet-rdf.princeton.edu/wn30/02948072-n,1300,50,204,12,340,-1.1012913841680203,1.0,60.0,88.0,22.272727272727273,8.11374210012209,252.0,26.706349206349206,8.057134088878914,1.0,72.0,20,-0.6289709020331514,7.0,22.857142857142858,15.377782365353935,13.0,28.153846153846153,14.842765655621339,1.0,60.0
471,n02950826,cannon,http://wordnet-rdf.princeton.edu/wn30/02950826-n,1300,50,15,0,18,-0.7071067811865475,17.0,48.0,6.0,29.833333333333332,6.968978882638881,12.0,30.083333333333332,9.755728697757151,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,48.0
472,n02951358,canoe,http://wordnet-rdf.princeton.edu/wn30/02951358-n,1300,50,97,5,111,-1.1408922437619062,8.0,69.0,28.0,23.357142857142858,7.80415029998538,83.0,31.83132530120482,10.029005831998228,18.0,45.0,6,-1.788854381999831,1.0,18.0,,5.0,29.2,10.56882207249228,18.0,45.0
473,n02951585,"can opener, tin opener",http://wordnet-rdf.princeton.edu/wn30/02951585-n,1300,50,23,0,26,-0.47434164902525705,16.0,61.0,10.0,24.8,9.366607354497857,16.0,33.0625,11.39864758059774,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,61.0
474,n02963159,cardigan,http://wordnet-rdf.princeton.edu/wn30/02963159-n,1300,50,307,19,318,-0.56181557123971,3.0,72.0,116.0,25.387931034482758,7.473747155993714,202.0,33.896039603960396,10.623548617682067,12.0,46.0,19,-0.31980107453341583,8.0,24.75,11.13232102611901,11.0,30.363636363636363,10.102204979832148,12.0,46.0
475,n02965783,car mirror,http://wordnet-rdf.princeton.edu/wn30/02965783-n,1300,50,81,1,86,-1.1193037608669547,13.0,61.0,22.0,26.0,5.839112783226412,64.0,34.53125,8.983174307276945,57.0,57.0,1,0.0,,,,1.0,57.0,,57.0,57.0
476,n02966193,"carousel, carrousel, merry-go-round, roundabout, whirligig",http://wordnet-rdf.princeton.edu/wn30/02966193-n,1300,50,284,8,393,-0.3354082119668643,4.0,57.0,164.0,23.317073170731707,8.918689343282182,229.0,27.7117903930131,8.523182567484945,14.0,49.0,14,-0.5962847939999442,5.0,18.0,4.69041575982343,9.0,31.444444444444443,10.199400853862828,4.0,57.0
477,n02966687,"carpenter's kit, tool kit",http://wordnet-rdf.princeton.edu/wn30/02966687-n,1300,50,3,0,3,0.7071067811865478,25.0,46.0,2.0,29.5,6.363961030678928,1.0,46.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,46.0
478,n02971356,carton,http://wordnet-rdf.princeton.edu/wn30/02971356-n,1300,50,30,0,39,-0.2585438449975097,6.0,58.0,17.0,23.41176470588235,8.12449093427868,22.0,29.5,9.38971068066885,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,58.0
479,n02974003,car wheel,http://wordnet-rdf.princeton.edu/wn30/02974003-n,1300,50,6,0,6,0.0,17.0,45.0,,,,6.0,33.0,10.256705123966467,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,45.0
480,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",http://wordnet-rdf.princeton.edu/wn30/02977058-n,1300,50,74,3,87,-1.447136102289874,9.0,65.0,18.0,26.666666666666668,6.259111006224071,69.0,32.89855072463768,9.395156648877549,30.0,34.0,5,-1.5000000000000004,1.0,34.0,,4.0,32.25,1.707825127659933,9.0,65.0
481,n02978881,cassette,http://wordnet-rdf.princeton.edu/wn30/02978881-n,1186,50,14,3,16,-2.267786838055363,19.0,76.0,2.0,28.5,4.949747468305833,14.0,37.714285714285715,13.589750501069497,35.0,43.0,3,-0.7071067811865472,1.0,35.0,,2.0,39.0,5.656854249492381,19.0,76.0
482,n02979186,cassette player,http://wordnet-rdf.princeton.edu/wn30/02979186-n,1300,50,10,0,10,-0.40824829046386274,16.0,49.0,4.0,25.25,8.539125638299666,6.0,36.833333333333336,9.282600210429546,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,49.0
483,n02980441,castle,http://wordnet-rdf.princeton.edu/wn30/02980441-n,1300,50,1,0,1,0.0,16.0,16.0,1.0,16.0,,,,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,16.0
484,n02981792,catamaran,http://wordnet-rdf.princeton.edu/wn30/02981792-n,1300,50,7,0,9,-1.3363062095621225,25.0,57.0,2.0,28.0,2.8284271247461903,7.0,35.857142857142854,10.334869317486497,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,57.0
485,n02988304,CD player,http://wordnet-rdf.princeton.edu/wn30/02988304-n,1300,50,14,1,15,-0.4082482904638628,17.0,39.0,6.0,24.5,6.410928169929843,9.0,29.444444444444443,6.93020762876393,31.0,31.0,1,0.0,,,,1.0,31.0,,17.0,39.0
486,n02992211,"cello, violoncello",http://wordnet-rdf.princeton.edu/wn30/02992211-n,1300,50,483,26,632,-1.5049534456522322,3.0,64.0,126.0,24.182539682539684,7.761856266281456,506.0,30.549407114624508,8.13320596393275,13.0,47.0,28,-2.041241452319315,4.0,19.5,5.686240703077327,24.0,30.666666666666668,7.8000371608182055,13.0,47.0
487,n02992529,"cellular telephone, cellular phone, cellphone, cell, mobile phone",http://wordnet-rdf.princeton.edu/wn30/02992529-n,1300,50,177,4,199,-0.865055687759846,6.0,78.0,60.0,28.366666666666667,9.1001334813579,139.0,33.92086330935252,9.603037523829574,18.0,34.0,4,-1.1547005383792515,1.0,28.0,,3.0,26.666666666666668,8.082903768654761,18.0,34.0
488,n02999410,chain,http://wordnet-rdf.princeton.edu/wn30/02999410-n,1300,50,21,0,27,-1.3363062095621216,16.0,49.0,6.0,28.333333333333332,9.266426855410161,21.0,33.23809523809524,9.262314839740451,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,49.0
489,n03000134,chainlink fence,http://wordnet-rdf.princeton.edu/wn30/03000134-n,1300,50,26,0,26,-1.2780193008453877,17.0,53.0,6.0,23.833333333333332,5.115336417740935,20.0,34.0,7.993418345245372,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,53.0
490,n03000247,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",http://wordnet-rdf.princeton.edu/wn30/03000247-n,1300,50,356,11,400,-1.643987118261147,12.0,73.0,73.0,27.931506849315067,7.548599515295109,327.0,34.53211009174312,9.317740326799122,21.0,38.0,12,-1.7888543819998328,2.0,25.5,6.363961030678928,10.0,31.6,4.087922591134904,12.0,73.0
491,n03000684,"chain saw, chainsaw",http://wordnet-rdf.princeton.edu/wn30/03000684-n,1194,50,111,1,125,-1.7760360439202871,13.0,69.0,21.0,26.714285714285715,11.256744010338235,104.0,35.63461538461539,10.180943260615763,30.0,30.0,1,0.0,,,,1.0,30.0,,30.0,30.0
492,n03014705,chest,http://wordnet-rdf.princeton.edu/wn30/03014705-n,1300,50,16,1,16,-1.1547005383792515,16.0,35.0,4.0,24.5,5.916079783099616,12.0,26.416666666666668,5.264949854433276,24.0,24.0,1,0.0,,,,1.0,24.0,,24.0,24.0
493,n03016953,"chiffonier, commode",http://wordnet-rdf.princeton.edu/wn30/03016953-n,1300,50,1,0,1,0.0,19.0,19.0,1.0,19.0,,,,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,19.0
494,n03017168,"chime, bell, gong",http://wordnet-rdf.princeton.edu/wn30/03017168-n,1300,50,32,1,34,-1.6973368495830106,16.0,73.0,6.0,25.333333333333332,6.562519841239847,28.0,31.142857142857142,11.26684511927802,19.0,19.0,1,0.0,1.0,19.0,,,,,16.0,73.0
495,n03018349,"china cabinet, china closet",http://wordnet-rdf.princeton.edu/wn30/03018349-n,1300,50,11,0,14,-2.041241452319314,18.0,46.0,2.0,27.5,13.435028842544403,12.0,33.916666666666664,6.06717447092187,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,46.0
496,n03026506,Christmas stocking,http://wordnet-rdf.princeton.edu/wn30/03026506-n,1300,50,71,0,76,-0.10540925533894577,2.0,57.0,36.0,23.47222222222222,9.293580306891146,40.0,33.475,9.394454174180066,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,57.0
497,n03028079,"church, church building",http://wordnet-rdf.princeton.edu/wn30/03028079-n,1300,50,1,0,1,0.0,39.0,39.0,,,,1.0,39.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,39.0
498,n03032252,"cinema, movie theater, movie theatre, movie house, picture palace",http://wordnet-rdf.princeton.edu/wn30/03032252-n,1300,50,13,1,21,-0.2886751345948126,14.0,43.0,9.0,21.77777777777778,5.333333333333333,12.0,29.416666666666668,8.084309531806696,17.0,17.0,1,0.0,,,,1.0,17.0,,17.0,17.0
499,n03041632,"cleaver, meat cleaver, chopper",http://wordnet-rdf.princeton.edu/wn30/03041632-n,1067,50,105,3,114,-1.970060934311409,17.0,58.0,17.0,27.647058823529413,5.808842144422891,97.0,35.350515463917525,8.814100016821298,19.0,72.0,3,0.0,,,,3.0,42.0,27.184554438136374,19.0,72.0
500,n03042490,cliff dwelling,http://wordnet-rdf.princeton.edu/wn30/03042490-n,1300,50,10,0,10,-1.5,11.0,40.0,2.0,26.0,15.556349186104045,8.0,26.125,9.818895777311942,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,40.0
501,n03045698,cloak,http://wordnet-rdf.princeton.edu/wn30/03045698-n,1029,50,319,13,344,-0.7163770191471565,2.0,76.0,114.0,24.526315789473685,8.359415788449171,230.0,32.356521739130436,9.391244928051444,14.0,32.0,14,-0.28867513459481275,6.0,24.5,7.092249290598858,8.0,27.375,4.808846015417836,14.0,32.0
502,n03047690,"clog, geta, patten, sabot",http://wordnet-rdf.princeton.edu/wn30/03047690-n,1300,50,32,0,36,-1.1547005383792515,16.0,49.0,9.0,25.444444444444443,6.984108946585654,27.0,30.185185185185187,8.348362515796538,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,49.0
503,n03062245,cocktail shaker,http://wordnet-rdf.princeton.edu/wn30/03062245-n,1154,50,50,3,56,-2.0412414523193148,16.0,53.0,8.0,29.75,4.978525312350464,48.0,32.083333333333336,7.751000850496481,33.0,41.0,4,0.0,,,,4.0,37.5,3.696845502136472,16.0,53.0
504,n03063599,coffee mug,http://wordnet-rdf.princeton.edu/wn30/03063599-n,1300,50,58,3,71,-1.7663681658066464,16.0,74.0,12.0,26.5,3.3978602892783196,59.0,35.847457627118644,11.666062715713759,18.0,43.0,3,0.0,,,,3.0,30.0,12.529964086141668,18.0,43.0
505,n03063689,coffeepot,http://wordnet-rdf.princeton.edu/wn30/03063689-n,1300,50,17,1,20,-0.20100756305184272,9.0,70.0,9.0,24.22222222222222,8.927174493894718,11.0,37.54545454545455,14.861787485788085,28.0,28.0,1,0.0,,,,1.0,28.0,,28.0,28.0
506,n03065424,"coil, spiral, volute, whorl, helix",http://wordnet-rdf.princeton.edu/wn30/03065424-n,1300,50,2,0,2,0.0,25.0,25.0,1.0,25.0,,1.0,25.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,25.0
507,n03075370,combination lock,http://wordnet-rdf.princeton.edu/wn30/03075370-n,1216,50,5,0,5,-0.4082482904638628,25.0,40.0,2.0,29.0,2.8284271247461903,3.0,33.666666666666664,7.767453465154029,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,40.0
508,n03085013,"computer keyboard, keypad",http://wordnet-rdf.princeton.edu/wn30/03085013-n,1300,50,22,4,22,-0.3698001308168199,6.0,39.0,9.0,20.88888888888889,8.022537697705827,13.0,29.384615384615383,5.708742732839131,12.0,54.0,4,1.1547005383792515,3.0,19.666666666666668,11.590225767142474,1.0,54.0,,12.0,54.0
509,n03089624,"confectionery, confectionary, candy store",http://wordnet-rdf.princeton.edu/wn30/03089624-n,1300,50,99,5,122,-0.7733593254609512,16.0,59.0,39.0,27.23076923076923,7.072785271586839,83.0,32.10843373493976,8.234389589225225,19.0,35.0,10,0.0,5.0,26.2,5.449770637375485,5.0,30.0,3.8078865529319543,16.0,59.0
510,n03095699,"container ship, containership, container vessel",http://wordnet-rdf.princeton.edu/wn30/03095699-n,1300,50,4,0,4,0.0,30.0,50.0,,,,4.0,39.0,10.03327796219494,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,50.0
511,n03100240,convertible,http://wordnet-rdf.princeton.edu/wn30/03100240-n,1300,50,11,0,14,-0.2886751345948127,22.0,53.0,6.0,28.333333333333332,7.633260552782583,8.0,34.625,11.287635460348385,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,53.0
512,n03109150,"corkscrew, bottle screw",http://wordnet-rdf.princeton.edu/wn30/03109150-n,1300,50,20,0,25,-2.3387383286073224,15.0,47.0,3.0,29.333333333333332,12.423096769056148,22.0,31.09090909090909,8.739124348142344,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,47.0
513,n03110669,"cornet, horn, trumpet, trump",http://wordnet-rdf.princeton.edu/wn30/03110669-n,1300,50,422,24,576,-2.1095243451641736,13.0,77.0,79.0,26.037974683544302,7.683553928600348,497.0,34.158953722334005,9.376579722382399,13.0,46.0,37,-1.8330889377669164,6.0,27.0,6.099180272790763,31.0,30.838709677419356,7.9124238772264475,13.0,77.0
514,n03124043,cowboy boot,http://wordnet-rdf.princeton.edu/wn30/03124043-n,1300,50,72,2,81,-0.892217816219194,4.0,74.0,24.0,26.875,13.482073443941259,57.0,33.92982456140351,9.242486618721344,25.0,29.0,2,0.0,1.0,25.0,,1.0,29.0,,4.0,74.0
515,n03124170,"cowboy hat, ten-gallon hat",http://wordnet-rdf.princeton.edu/wn30/03124170-n,1300,50,674,25,775,-1.9926644410689776,2.0,78.0,114.0,26.37719298245614,9.885530993546837,661.0,37.16187594553706,10.568799082736591,2.0,66.0,29,-1.2087344460380702,7.0,30.714285714285715,9.5343988748511,22.0,36.59090909090909,13.10274086524717,2.0,66.0
516,n03125729,cradle,http://wordnet-rdf.princeton.edu/wn30/03125729-n,1300,50,86,8,94,-0.3454668136700244,1.0,45.0,39.0,17.46153846153846,7.184948279659118,55.0,27.745454545454546,6.8427257451176295,17.0,48.0,9,0.0,,,,9.0,29.666666666666668,11.357816691600549,17.0,48.0
517,n03126707,crane,http://wordnet-rdf.princeton.edu/wn30/03126707-n,1300,50,1,0,1,0.0,38.0,38.0,,,,1.0,38.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,38.0
518,n03127747,crash helmet,http://wordnet-rdf.princeton.edu/wn30/03127747-n,1300,50,119,4,141,-1.4563644931629633,9.0,60.0,29.0,24.24137931034483,7.651587941699203,112.0,34.80357142857143,8.121641965210497,13.0,43.0,6,-0.7071067811865475,2.0,32.0,0.0,4.0,27.25,14.103781998693352,13.0,43.0
519,n03127925,crate,http://wordnet-rdf.princeton.edu/wn30/03127925-n,1300,50,18,0,23,-0.26311740579210857,6.0,78.0,10.0,18.6,8.60490816014003,13.0,36.38461538461539,16.013215695889347,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,78.0
520,n03131574,"crib, cot",http://wordnet-rdf.princeton.edu/wn30/03131574-n,1300,50,111,8,116,0.38632179161009544,1.0,39.0,69.0,17.318840579710145,7.856231609783686,47.0,24.319148936170212,7.3369416178284235,2.0,31.0,10,0.8728715609439691,7.0,20.285714285714285,10.419761445034554,3.0,24.0,7.0,2.0,31.0
521,n03133878,Crock Pot,http://wordnet-rdf.princeton.edu/wn30/03133878-n,1187,50,52,1,66,-1.202081528017131,10.0,54.0,16.0,24.3125,6.394985014316557,50.0,31.3,8.887620374339093,48.0,48.0,1,0.0,,,,1.0,48.0,,48.0,48.0
522,n03134739,croquet ball,http://wordnet-rdf.princeton.edu/wn30/03134739-n,1300,50,107,3,123,-0.999834751713323,3.0,61.0,34.0,21.0,9.055385138137417,89.0,30.269662921348313,9.691566208147421,19.0,50.0,3,0.7071067811865478,2.0,20.5,2.1213203435596424,1.0,50.0,,19.0,50.0
523,n03141823,crutch,http://wordnet-rdf.princeton.edu/wn30/03141823-n,1300,50,394,13,488,-1.129665088257172,2.0,74.0,124.0,25.862903225806452,8.766468522988168,364.0,32.43131868131868,11.137913679020095,16.0,42.0,22,-0.7807200583588261,7.0,23.285714285714285,6.343350474165466,15.0,29.0,6.771790225423618,16.0,42.0
524,n03146219,cuirass,http://wordnet-rdf.princeton.edu/wn30/03146219-n,1300,50,88,5,97,-2.024165538528557,4.0,68.0,14.0,27.642857142857142,8.04417747248227,83.0,36.28915662650602,9.913688639995646,12.0,52.0,6,0.0,,,,6.0,33.666666666666664,13.9522996909709,12.0,52.0
525,n03160309,"dam, dike, dyke",http://wordnet-rdf.princeton.edu/wn30/03160309-n,1300,50,5,1,8,0.5163977794943223,15.0,41.0,5.0,28.4,7.861297602813419,3.0,28.333333333333332,12.503332889007368,36.0,49.0,2,0.0,,,,2.0,42.5,9.192388155425117,36.0,49.0
526,n03179701,desk,http://wordnet-rdf.princeton.edu/wn30/03179701-n,1300,50,34,2,35,-1.1113247657830427,15.0,50.0,9.0,22.666666666666668,6.123724356957944,26.0,31.26923076923077,7.496973748427787,20.0,38.0,2,0.0,,,,2.0,29.0,12.727922061357855,20.0,38.0
527,n03180011,desktop computer,http://wordnet-rdf.princeton.edu/wn30/03180011-n,1300,50,23,1,27,-1.6208864017175064,2.0,55.0,5.0,22.8,12.96919426949878,22.0,32.90909090909091,8.579649737045774,48.0,48.0,1,0.0,,,,1.0,48.0,,48.0,48.0
528,n03187595,"dial telephone, dial phone",http://wordnet-rdf.princeton.edu/wn30/03187595-n,1300,50,32,1,33,-0.5669467095138409,3.0,74.0,12.0,26.166666666666668,10.16082793095249,21.0,32.476190476190474,12.773484440899624,29.0,29.0,1,0.0,,,,1.0,29.0,,29.0,29.0
529,n03188531,"diaper, nappy, napkin",http://wordnet-rdf.princeton.edu/wn30/03188531-n,1300,50,257,17,288,-0.23777386569904696,1.0,69.0,127.0,18.015748031496063,8.04548996403605,161.0,26.565217391304348,9.222786054587608,2.0,30.0,17,0.3585685828003182,10.0,14.9,8.292566952799758,7.0,23.285714285714285,5.936168397046637,2.0,30.0
530,n03196217,digital clock,http://wordnet-rdf.princeton.edu/wn30/03196217-n,1300,50,12,0,13,-0.47434164902525694,8.0,44.0,5.0,19.6,7.231873892705818,8.0,33.5,5.42481072744215,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,44.0
531,n03197337,digital watch,http://wordnet-rdf.princeton.edu/wn30/03197337-n,889,50,21,2,28,-2.0412414523193148,20.0,54.0,4.0,38.25,10.90489186863706,24.0,32.5,6.014475292448898,30.0,38.0,2,0.0,,,,2.0,34.0,5.656854249492381,30.0,38.0
532,n03201208,"dining table, board",http://wordnet-rdf.princeton.edu/wn30/03201208-n,1300,50,15,0,24,-0.33806170189140683,16.0,36.0,10.0,23.1,6.063552314169201,14.0,28.071428571428573,6.545277636636917,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,36.0
533,n03207743,"dishrag, dishcloth",http://wordnet-rdf.princeton.edu/wn30/03207743-n,1300,50,3,0,8,1.1547005383792515,9.0,52.0,6.0,12.166666666666666,2.0412414523193148,2.0,42.0,14.142135623730951,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,52.0
534,n03207941,"dishwasher, dish washer, dishwashing machine",http://wordnet-rdf.princeton.edu/wn30/03207941-n,1300,50,82,4,88,-0.4179271141913148,10.0,47.0,35.0,21.314285714285713,7.641879306017015,53.0,29.88679245283019,7.617440457868556,17.0,31.0,4,1.1547005383792515,3.0,25.666666666666668,7.571877794400365,1.0,30.0,,17.0,31.0
535,n03208938,"disk brake, disc brake",http://wordnet-rdf.princeton.edu/wn30/03208938-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
536,n03216828,"dock, dockage, docking facility",http://wordnet-rdf.princeton.edu/wn30/03216828-n,1211,50,2,0,2,0.0,18.0,18.0,,,,2.0,18.0,0.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,18.0
537,n03218198,"dogsled, dog sled, dog sleigh",http://wordnet-rdf.princeton.edu/wn30/03218198-n,1300,50,27,0,31,-0.46358632497276514,7.0,45.0,12.0,18.25,6.566097498791528,19.0,28.36842105263158,9.656376858588718,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,45.0
538,n03220513,dome,http://wordnet-rdf.princeton.edu/wn30/03220513-n,1300,50,3,0,3,-0.7071067811865472,13.0,32.0,1.0,13.0,,2.0,32.0,0.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,32.0
539,n03223299,"doormat, welcome mat",http://wordnet-rdf.princeton.edu/wn30/03223299-n,1300,50,15,1,16,-2.267786838055363,15.0,52.0,2.0,25.5,9.192388155425117,14.0,36.357142857142854,10.232731366003467,40.0,40.0,1,0.0,,,,1.0,40.0,,40.0,40.0
540,n03240683,"drilling platform, offshore rig",http://wordnet-rdf.princeton.edu/wn30/03240683-n,1300,50,10,0,11,0.0,17.0,58.0,,,,11.0,36.09090909090909,11.353013216362829,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,58.0
541,n03249569,"drum, membranophone, tympan",http://wordnet-rdf.princeton.edu/wn30/03249569-n,1300,50,190,8,242,-1.5797352445167552,9.0,65.0,46.0,22.58695652173913,6.60833173419576,196.0,30.806122448979593,9.352535006154193,17.0,41.0,9,0.0,,,,9.0,32.111111111111114,6.972166887783963,17.0,41.0
542,n03250847,drumstick,http://wordnet-rdf.princeton.edu/wn30/03250847-n,1300,50,352,6,418,-1.1919832321861146,2.0,59.0,102.0,26.705882352941178,8.389748854847104,316.0,32.00632911392405,7.550882917316537,22.0,57.0,7,-0.2886751345948127,3.0,25.666666666666668,4.041451884327381,4.0,39.75,13.200378782444085,22.0,57.0
543,n03255030,dumbbell,http://wordnet-rdf.princeton.edu/wn30/03255030-n,1300,50,225,8,240,-1.405604362109924,11.0,65.0,51.0,27.07843137254902,7.318041096509098,189.0,32.05820105820106,9.1791738689714,22.0,45.0,8,-1.1547005383792515,2.0,28.0,0.0,6.0,30.5,8.215838362577491,22.0,45.0
544,n03259280,Dutch oven,http://wordnet-rdf.princeton.edu/wn30/03259280-n,1300,50,51,2,57,-1.075705748400954,4.0,53.0,15.0,21.533333333333335,9.093692214674856,42.0,33.26190476190476,9.135990271153474,34.0,38.0,2,0.0,,,,2.0,36.0,2.8284271247461903,4.0,53.0
545,n03271574,"electric fan, blower",http://wordnet-rdf.princeton.edu/wn30/03271574-n,1300,50,19,0,24,-3.0151134457776365,9.0,62.0,2.0,31.5,2.1213203435596424,22.0,31.863636363636363,10.651605980166089,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,62.0
546,n03272010,electric guitar,http://wordnet-rdf.princeton.edu/wn30/03272010-n,1300,50,168,12,188,-1.8060920126980293,6.0,56.0,31.0,23.387096774193548,8.456466635480167,157.0,32.038216560509554,8.368810648518082,13.0,45.0,13,0.0,,,,13.0,28.615384615384617,9.64830262739222,13.0,45.0
