,mean_top1_train,mean_top1_val,mean_top5_train,mean_top5_val,pred_train,pred_val
n02093754,0.7946153846153846,0.74,0.95,0.96,[182 182 191 ... 182 354 182],"[182 182 182 184 182 182 182 182 243 182 182 202 182 191 182 191 182 182
 182 191 182 182 182 182 182 197 182 182 182 184 182 182 260 235 182 182
 182 182 182 182 182 182 182 182 182 182 196 225 184 182]"
n04606251,0.813076923076923,0.82,0.9476923076923077,0.94,[814 460 913 ... 913 913 913],"[913 913 913 913 983 913 913 913 913 913 460 815 913 913 913 913 978 913
 913 913 517 825 913 913 724 913 913 913 913 913 913 913 913 913 913 913
 913 913 913 913 913 724 913 913 913 913 913 913 913 958]"
n02077923,0.8307692307692308,0.72,0.9438461538461539,0.88,[150 972 150 ... 336 998 150],"[150 150 363 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150
 150 390 395 150 150 344 150 150 150 150 996 150 337 150 460 150  50 976
 150 150 148 150 150 150 150 150 972 150 801 150 347 562]"
n03461385,0.5607692307692308,0.44,0.9292307692307692,0.88,[865 582 907 ... 582 627 950],"[956 987 945 582 582 938 582 509 582 467 951 582 643 879 954 582 454 576
 415 910 118 328 509 865 582 467 391 582 582 865 582 582 951 582 582 954
 948 582 582 509 582 582 582 951 582 415 582 582 952 582]"
n02097474,0.5769230769230769,0.46,0.8853846153846154,0.88,[155 175 200 ... 200 200 200],"[200 202 200 200 202 226 202 202 202 200 153 155 200 229 229 200 200 200
 200 192 200 155 200 200 204 200 194 200 200 256 175 226 204 200 197 226
 200 200 155 155 200 200 200 200 233 217 155 175 202 200]"
n03930313,0.9030769230769231,0.94,0.9769230769230769,0.98,[716 716 716 ... 716 716 716],"[716 716 716 753 549 716 716 716 716 716 716 716 716 716 716 716 716 716
 716 716 716 716 716 716 716 497 716 716 716 716 716 716 716 716 716 716
 716 716 716 716 716 716 716 716 716 716 716 716 716 716]"
n04560804,0.3923076923076923,0.28,0.8461538461538461,0.78,[505 725 899 ... 899 899 899],"[725 725 725 441 898 725 544 653 725 504 899 899 899 899 883 618 916 899
 653 899 653 647 899 899 653 899 811 899 898 843 899 505 606 504 505 725
 898 412 725 505 505 505 463 899 849 899 725 899 725 572]"
n02480855,0.91,0.8,0.9769230769230769,0.98,[366 366 366 ... 224 366  48],"[379 366 366 366 366 366 366 366  87 366 850 294 366 366 366 366 366 366
 366 366 367 366 366 366 366 366 366 366 367 366 366 366 267 366 366 366
 105 366 366 366 366 366 366 366 366 368 366 366 373 366]"
n03841143,0.9392307692307692,0.96,0.9861538461538462,1.0,[685 555 685 ... 685 685 685],"[685 685 754 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685
 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685
 685 685 685 685 685 685 685 685 685 685 685 485 685 685]"
n03961711,0.7882241215574549,0.44,0.9344729344729344,0.62,[729 729 729 ... 729 729 493],"[534 729 828 729 729 729 729 892 729 907 876 846 729 828 729 492 421 729
 831 729 495 729 729 729 642 729 729 729 729 729 584 729 729 729 534 421
 495 495 478 651 495 760 729 534 401 534 868 534 894 509]"
n02113624,0.553076923076923,0.38,0.9238461538461539,0.88,[267 265 265 ... 265 265 265],"[265 265 206 153 267 266 265 266 265 229 266 266 938 265 266 219 266 265
 219 189 266 265 265 267 153 265 267 266 266 266 266 265 202 267 265 266
 267 265 265 265 266 267 266 850 265 265 265 265 181 265]"
n04149813,0.93,0.88,0.98,0.94,[781 781 781 ... 781 781 781],"[781 781 781 781 781 781 781 800 781 781 819 781 781 781 781 781 781 781
 781 781 530 781 781 498 781 781 743 781 781 781 781 781 781 781 781 781
 781 557 781 781 781 781 781 781 781 781 781 781 781 781]"
n04579432,0.6523076923076923,0.62,0.8492307692307692,0.82,[902 541 902 ... 558 902 902],"[902 902 488 418 398 464 902 771 902 902 488 902 745 902 742 805 902 902
 999 902 902 902 902 902 902 902 902 711 902 710 488 844 902 845 902 902
 633 902 902 902 902 478 902 902 902 902 710 902 902 478]"
n06794110,0.8,0.66,0.9384615384615385,0.84,[919 477 919 ... 919 919 919],"[919 781 919 707 919 919 762 919 919 919 919 489 502 919 919 489 637 919
 695 919 762 637 919 919 919 919 919 704 468 919 919 919 919 919 480 919
 919 919 498 919 919 919 919 919 424 919 919 517 458 919]"
n03109150,0.76,0.72,0.9084615384615384,0.92,[512 512 512 ... 786 440 512],"[512 512 512 512 512 512 512 512 473 512 512 512 512 512 777 477 512 512
 512 512 512 512 772 512 512 512 512 907 512 512 512 710 423 679 596 512
 512 512 473 512 512 777 473 512 477 512 512 512 512 726]"
n01776313,0.86,0.76,0.9484615384615385,0.84,[78 78 78 ... 78 78 78],"[ 78  78  72  78  78  78 304  78  73  78  78  78  78  78  78  78  78 314
  78  78  78  78 635  78  78  78  78  71  72  78  78  78  78  78  78  78
  78  78  78  78 319  77  78  78  77  78  78  70  70  78]"
n02483362,0.8315384615384616,0.68,0.9461538461538461,0.88,[381 368 368 ... 368 368 368],"[368 368 369 368 365 383 368 368 368 369 368 368 368 294 368 368 368 365
 368 368 380 368 368 368 368 366 374 368 368 373 368 368 368 368 368 368
 368 379 368 368 369 347 373 368 368 368 368 378 380 368]"
n02791270,0.7776923076923077,0.64,0.953076923076923,0.82,[424 424 424 ... 424 424 424],"[424 424 424 424 840 762 423 626 424 822 424 424 424 424 415 454 454 424
 424 498 424 424 424 424 807 614 424 401 424 424 424 424 424 424 424 424
 840 424 454 424 424 424 884 424 424 864 851 424 424 423]"
n04023962,0.7955092221331195,0.6,0.9133921411387329,0.74,[756 747 626 ... 747 747 747],"[747 872 747 747 418 747 577 747 489 843 747 747 747 747 412 747 785 748
 596 641 634 747 747 747 747 747 617 747 747 626 747 422 571 496 747 747
 747 747 747 747 747 747 747 818 612 747 795 747 747 766]"
n02100877,0.8723076923076923,0.78,0.9684615384615385,0.9,[213 213 213 ... 213 213 213],"[213 213 219 213 213 213 213 213 213 213 213 213 213 213 213 213 213 213
 213 213 213 173 213 218 213 184 213 213 248 213 161 206 213 213 213 213
 213 213 191 213 213 207 255 213 213 213 213 213 355 213]"
n02795169,0.7461538461538462,0.54,0.9346153846153846,0.88,[427 427 846 ... 427 427 427],"[427 756 427 838 427 427 427 756 901 822 463 427 427 427 412 427 756 629
 447 756 427 427 522 653 427 427 756 427 427 427 427 756 427 427 427 783
 756 427 756 427 427 738 427 438 427 427 756 427 456 653]"
n03729826,0.8192307692307692,0.64,0.943076923076923,0.88,[644 644 644 ... 541 644 644],"[811 644 879 644 644 644 682 772 674 644 470 303 644 644 644 644 470 644
 626 644 644 470 644 644 644 690 644 641 626 644 644 644 616 644 206 644
 644 644 542 644 644 644 329 644 644 644 644 644 677 644]"
n04204238,0.7738461538461539,0.52,0.9561538461538461,0.8,[790 790 791 ... 790 790 790],"[588 790  61 790 790 588 446 790 790 790 790 599 588 790 588 704 245 790
 790 790 790 491 790 905 582 790 790 790 917 790 790 790 790 679 791 462
 791 588 790 509 790 463 767 951 588 790 790 791 790 790]"
n03977966,0.7992307692307692,0.78,0.9746153846153847,0.96,[609 734 734 ... 734 734 734],"[734 407 734 734 407 654 734 734 468 734 734 734 734 734 734 734 717 734
 734 734 734 734 734 751 734 734 734 468 734 734 920 734 734 734 734 734
 654 734 734 734 407 734 734 734 734 734 734 734 675 734]"
n03478589,0.8776923076923077,0.8,0.9823076923076923,0.86,[586 847 586 ... 586 586 586],"[847 586 482 586 847 586 586 586 586 586 586 586 586 586 586 586 586 586
 803 586 565 856 586 586 586 561 586 586 586 586 586 586 586 586 586 586
 586 864 586 586 571 586 586 586 586 586 586 586 652 586]"
n04070727,0.8253846153846154,0.78,0.9476923076923077,0.9,[760 760 760 ... 760 651 760],"[760 760 760 760 569 760 760 760 760 760 760 760 760 760 794 553 760 415
 760 760 760 760 760 760 229 760 760 707 760 440 760 760 760 760 886 760
 760 819 894 760 760 760 760 760 760 760 760 760 760 794]"
n03868863,0.6992307692307692,0.46,0.8738461538461538,0.72,[691 431 691 ... 691 691 787],"[185 691 691 801 691 691 691 695 560 461 570 983 691 691 514 570 691 615
 691 691 570 691 691 620 691 518 833 570 655 691 528 691 450 691 617 570
 838 691 691 570 570 691 691 691 724 691 921 691 983 570]"
n04019541,0.8446153846153847,0.88,0.95,0.96,[815 746 795 ... 746 746 746],"[746 746 746 746 746 746 746 746 746 746 746 746 746 443 746 746 746 746
 551 746 746 746 631 746 746 746 746 746 746 746 746 746 792  65 746 746
 746 746 746 746 746 746 746 746 746 746 507 746 746 746]"
n03014705,0.7792307692307693,0.64,0.9553846153846154,0.82,[519 492 492 ... 492 492 492],"[492 492 492 478 492 893 492 519 492 492 492 492 695 492 492 492 492 539
 492 492 492 893 492 492 519 464 519 492 492 492 492 492 492 679 492 855
 492 492 771 492 721 492 887 851 492 519 493 831 492 492]"
n02116738,0.8976923076923077,0.94,0.9723076923076923,0.98,[275 275 275 ... 275 275 298],"[275 275 275 275 275 275 275 275 275 275 275 275 275 275 275 275 184 275
 350 275 275 275 275 275 275 275 275 275 275 275 275 275 275 275 275 275
 275 275 275 275 275 275 275 275 275 362 275 275 275 275]"
n02105641,0.8684615384615385,0.84,0.9676923076923077,0.98,[229 229 229 ... 229 181 229],"[229 229 229 229 181 229 229 229 229 229 229 229 229 228 229 229 155 229
 229 129 229 189 229 229 229 229 229 229 229 181 229 568 229 229 229 229
 229 229 229 229 229 229 232 229 229 229 229 229 229 229]"
n03388043,0.9007692307692308,0.88,0.9876923076923076,0.92,[562 854 562 ... 562 562 562],"[562 562 562 562 562 562 562 562 562 562 562 562 562 562 562 562 562 974
 562 562 562 562 562 562 579 562 497 562 420 562 562 562 562 562 562 562
 562 562 214 562 884 562 562 562 562 562 562 562 562 562]"
n03110669,0.6923076923076923,0.5,0.9238461538461539,0.84,[776 513 513 ... 513 513 513],"[558 776 513 513 490 683 513 862 875 513 776 513 546 880 776 513 513 513
 513 699 513 513 652 513 513 513 513 513 875 513 513 513 439 875 843 776
 875 420 776 982 513 513 652 558 432 513 513 513 776 513]"
n03424325,0.6723076923076923,0.66,0.8461538461538461,0.84,[570 570 570 ... 570 570 490],"[455 570 570 570 570 633 570 562 570 570 570 570 570 691 570 570 796 570
 461 650 570 774 917 570 570 570 570 643 570 570 570 643 476 882 601 570
 570 399 570 570 570 570 570 570 570 735 570 447 570 570]"
n04228054,0.8476923076923077,0.7,0.9446153846153846,0.9,[446 795 795 ... 795 795 795],"[795 795 795 795 795 795 970 795 795 795 970 408 733 788 611 795 795 795
 795 795 795 795 795 795 795 795 537 970 795 795 777 970 792 795 795 802
 795 792 795 795 795 649 795 799 795 795 795 795 795 795]"
n02730930,0.7746153846153846,0.7,0.936923076923077,0.84,[411 842 411 ... 411 411 689],"[411 411 868 411 885 411 735 509 411 411 411 411 411 411 582 411 515 411
 411 452 697 411 411 411 411 728 411 885 411 411 411 411 721 411 837 411
 411 411 411 411 411 411 524 529 775 411 411 411 411 411]"
n01608432,0.8076923076923077,0.68,0.9746153846153847,0.92,[21 21 21 ... 21 21 21],"[ 23  81 371 138  21  21  21  21  21  21  21  21   7  80  21  22  21  21
  21  21  21  21  21  21  21  21  21  21  21 374  22  21  21  22  22  21
  21  21  22  21  81 345  21  21  21  21  22  21  21  91]"
n02492035,0.7938461538461539,0.7,0.9407692307692308,0.82,[378 428 378 ... 378 876 378],"[378 378 378 378 378 378 378 378 372 368 378 378 337 378 378 379 378 378
 378 378 364 378 378 378 378 378 381 372 380 378 378 378 378 378 378  22
 345 378 378 380 990 378 378 378 369 382 378 379 378 378]"
n02133161,0.8553846153846154,0.86,0.9738461538461538,0.98,[295 295 295 ... 295 295 295],"[295 295 295 101 294 295 295 295 295 295 295 295 295 106 295 357 295 295
 295 295 295 295 295 295 295 294 233 295 295 295 295 295 295 295 295 295
 295 295 295 295 295 295 295 295 295 295 295 295 297 295]"
n04487394,0.6,0.38,0.8861538461538462,0.72,[776 608 507 ... 875 875 875],"[875 776 875 451 776 566 875 875 776 875 875 513 420 776 808 875 875 444
 776 541 870 819 875 456 875 776 875 786 875 541 819 875 875 875 836 513
 875 875 432 513 513 439 875 875 683 513 513 513 887 908]"
n02977058,0.8369230769230769,0.76,0.95,0.86,[480 480 637 ... 480 480 480],"[480 480 637 480 480 480 480 480 480 880 480 480 480 747 475 782 480 480
 509 480 480 480 480 771 480 637 480 480 480 480 480 498 480 480 480 480
 480 480 799 480 903 480 480 480 480 480 553 480 480 480]"
n04049303,0.7769230769230769,0.74,0.953076923076923,0.92,[756 756 521 ... 427 756 756],"[756 756 756 756 756 756 756 756 756 756 756 756 463 427 756 463 756 762
 469 756 756 756 756 756 412 756 756 756 756 756 792 756 756 756 756 756
 756 756 706 427 756 999 756 756 489 756 738 833 756 756]"
n02256656,0.7884615384615384,0.76,0.9415384615384615,0.88,[ 77 316 316 ... 316 316 316],"[316 316 316 316 119 316 316 316 316 316 316 599 316 316 316 318 316 316
 956 308 316 316 309 316  46 316 316 316 316 316 316 125 316 316 316 312
 316 309 316 316 316 316 316 303 316 316 316 316  78 316]"
n02177972,0.8661538461538462,0.82,0.9761538461538461,0.96,[307 307 307 ... 307 304 307],"[307 307 307 307 307 307 307 307 304 307 307 307 310 307 307 307 307 307
 307 307 307 307 307 307 307 317  78 307 307 307 307 303 304 307 307 307
 307 307 307 307  78 307 319 308 307 307 307 307 307 307]"
n03388549,0.9353846153846154,0.84,0.9838461538461538,0.92,[564 564 564 ... 564 564 564],"[564 564 831 564 564 857 564 564 564 564 564 564 564 564 564 564 564 564
 564 424 564 564 564 454 564 564 564 564 564 564 564 583 564 564 564 448
 669 669 564 564 564 564 564 564 564 564 564 564 564 564]"
n07615774,0.7446153846153846,0.56,0.8769230769230769,0.84,[929 929 929 ... 929 929 929],"[929 971 697 929 804 929 929 629 293 558 580 929 689 929 929 929 929 929
 929 929 929 929 929 620 929 615 792 929 929 836 929 929 929 929 611 929
 470 929 929 793 526 929 601 558 934 850  96 338 929 929]"
n04265275,0.7141434262948207,0.62,0.9023904382470119,0.78,[811 811 811 ... 827 807 811],"[422 550 753 811 811 811 811 811 771 811 811 811 811 811 791 811 753 811
 811 581 811 760 811 811 753 811 811 811 811 811 811 892 236 811 518 523
 811 811 811 811 811 811 662 281 534 896 811 530 811 760]"
n04125021,0.7920310981535471,0.76,0.9378036929057337,0.92,[771 771 771 ... 662 771 771],"[771 771 398 507 771 771 771 771 771 477 771 635 771 844 771 771 771 771
 771 588 771 771 771 507 478 771 528 771 771 771 771 592 507 771 771 771
 771 771 771 771 771 771 771 771 478 771 771 771 771 771]"
n04552348,0.8161538461538461,0.76,0.9761538461538461,0.96,[895 540 403 ... 895 403 895],"[403 812 895 895 895 895 895 517 895 908 895 895 807 895 895 895 403 895
 895 895 895 812 895 895 895 895 895 895 625 895 895 327 895 895 895 895
 895 895 895 404 895 895 812 895 404 895 895 895 895 895]"
n03535780,0.7253846153846154,0.64,0.9507692307692308,0.94,[890 602 602 ... 416 602 655],"[602 602 602 602 602 602 843 602 602 602 602 416 643 602 702 702 602 602
 416 602 602 602 602 602 602 602 421 602 819 602 702 843 702 602 602 416
 416 602 702 602 602 602 602 416 602 561 416 602 602 702]"
n04592741,0.7746153846153846,0.64,0.9676923076923077,0.96,[895 908 908 ... 908 908 895],"[908 833 895 908 908 908 908 895 908 895 908 908 908 908 908 908 404 908
 908 404 908 908 404 908 908 908 908 908 908 830 404 895 908 895 908 895
 672 908 404 908 908 908 512 908 908 908 908 895 895 404]"
n02111129,0.8546153846153847,0.98,0.9446153846153846,1.0,[255 255 255 ... 255 255 255],"[255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255
 255 255 255 255 255 255 255 255 255 255 286 255 255 255 255 255 255 255
 255 255 255 255 255 255 255 255 255 255 255 255 255 255]"
n02643566,0.9261538461538461,0.94,0.9815384615384616,0.96,[396 396 396 ... 396 396 396],"[396 396 396 396 396 396 396 396 905 396 396 396 396 396 396 396 396 396
 396 396 396 327 396 396 396 396 396 396 396 396 396 396 396 396 396 396
 396   6 396 396 396 396 396 396 396 396 396 396 396 396]"
n02114548,0.7953846153846154,0.76,0.96,0.96,[270 269 258 ... 270 270 270],"[270 270 270 270 270 270 270 270 270 270 270 270 270 279 270 270 189 355
 270 270 270 249 270 269 270 269 269 270 269 270 270 270 348 270 270 257
 276 270 270 270 270 270 270 270 270 270 270 270 270 257]"
n02105056,0.8669230769230769,0.76,0.9784615384615385,0.94,[227 224 224 ... 224 224 224],"[224 224 224 199 357 224 223 224 224 224 224 256 223 224 224 224 224 224
 223 224 357 224 224 224 224 224 223 224 224 224 224 224 224 223 224 224
 224 224 224 224 224 224 233 223 224 224 227 224 224 224]"
n02259212,0.8638461538461538,0.86,0.963076923076923,1.0,[317 317 317 ... 317 317 317],"[314 317 317 317 317 317 317 318 317 317 317 317 317 317 317 317 317 317
 312 317 317 317 317 312 317 317 317 317 317 317 317 317 317 316 317 317
 317 317 311 317 317 317  31 317 317 317 317 317 317 317]"
n03786901,0.8176923076923077,0.76,0.9161538461538462,0.88,[666 666 666 ... 666 896 666],"[666 647 666 611 835 666 666 666 666 666 666 666 924 666 666 666 666 666
 666 666 666 666 666 666 629 666 666 929 666 666 666 666 666 783 731 666
 883 666 666 666 666 647 666 471 666 666 619 666 666 666]"
n02510455,0.9676923076923077,0.86,0.9884615384615385,0.92,[388 388 388 ... 388 388 388],"[388 388 388 388 388 275 388 388 388 388 388 388 388 388 388 366 388 388
 388 388 850 388 388 388 388 388 388 388 427 388 388 388 490 388 388 388
 388 388 388 388 388 295 388 388 388 388 388 388 388 850]"
n01728920,0.8092307692307692,0.8,0.9407692307692308,0.9,[ 53  58  53 ...  53 488  53],"[ 53  65  53  53  53  53  53  53  53  53 815  53  53  53  53  53  53  58
  53  53  53  53  53  53  53 419  53  53  53  53  53  53  53  53  53  53
 118  53  53 916  53  53  53  58  53  53  53  65 759  52]"
n07860988,0.7446153846153846,0.3,0.93,0.6,[961 961 961 ... 961 961 916],"[933 961 861 961 567 438 961 333 935 928 415 930 961 469 961 928 963 961
 930 963 967 931 961 961 859 961 552 932 544 961 947 930 544 928 938 961
 961 961 659   6 931 965 961 443 961 611 993 674 766 868]"
n02101556,0.8423076923076923,0.82,0.9476923076923077,0.96,[216 216 216 ... 216 216   5],"[216 216 218 216 216 212 216 216 216 216 216 216 216 212 216 216 216 160
 216 216 216 216 216 216 216 216 216 216 216 216 216 216 218 216 216 216
 216 216 212 216 212 216 216 216 216 216 216 216 163 219]"
n02106550,0.7784615384615384,0.78,0.953076923076923,0.96,[236 234 234 ... 234 234 214],"[165 234 234 165 234 234 236 234 234 234 852 165 234 234 234 234 165 234
 234 165 234 234 234 234 234 234 234 234 238 234 234 234 234 234 234 234
 214 234 234 234 165 234 234 234 234 234 234 234 166 234]"
n03691459,0.6169230769230769,0.5,0.8507692307692307,0.74,[745 632 632 ... 581 632 485],"[487 632 482 632 859 632 412 485 733 632 947 632 632 622 851 632 632 632
 848 755 818 632 632 632 593 421 851 605 632 632 448 632 632 405 632 632
 818 632 471 632 632 112 632 920 538 861 700 632 632 632]"
n02033041,0.9284615384615384,0.9,0.9846153846153847,0.96,[142 142 142 ... 142 142 142],"[142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142  15 142
 142 189 142 142 142 140 142 141 142 142 142 142 142 142 142 142 142 142
 142 142 140 142 142 142 142 142 142 142 142 142 142 142]"
n03417042,0.8923076923076924,0.8,0.9776923076923076,0.98,[569 867 569 ... 569 569 569],"[569 569 867 569 569 569 734 569 569 569 412 569 569 569 569 569 569 569
 569 569 569 569 803 569 569 569 569 569 803 569 717 569 864 569 569 569
 803 730 569 569 569 660 569 569 569 569 569 569 569 569]"
n04347754,0.8730769230769231,0.74,0.9723076923076923,0.94,[833 833 833 ... 833 833 833],"[628 833 536 833 833 150 833 833 833 554 833 833 460 833 833 980 833 833
 833 833 833 913 833 403 536 833 833 833 833 536 833 525 833 833 833 833
 833 833 833 562 833 833 449 833 833 833 833 833 833 833]"
n03930630,0.8238461538461539,0.62,0.9738461538461538,0.92,[717 717 717 ... 717 609 717],"[661 717 717 717 717 717 717 717 733 717 803 511 717 717 717 555 717 717
 571 717 864 468 717 675 717 609 555 717 717 717 717 717 717 717 717 609
 791 717 866 717 864 717 717 555 717 399 511 717 717 864]"
n02871525,0.7246153846153847,0.48,0.9569230769230769,0.84,[454 454 454 ... 454 498 454],"[454 454 454 454 454 454 480 860 454 454 454 624 454 453 498 886 454 799
 624 454 582 424 865 454 454 624 858 624 454 552 454 454 624 453 478 920
 424 762 762 454 454 624 509 917 481 454 454 454 454 454]"
n06874185,0.8792307692307693,0.74,0.9738461538461538,0.92,[920 920 920 ... 920 920 920],"[920 698 920 920 920 920 920 920 575 920 920 468 612 895 779 920 920 920
 920 555 920 920 920 880 920 920 920 920 920 920 920 920 920 920 920 920
 920 920 920 517 829 920 920 920 919 920 920 920 491 530]"
n04251144,0.8261538461538461,0.76,0.95,0.94,[825 801 801 ... 801 639 801],"[801 327 570 801 801 801 945 801 801 801 801 801 845 801 801 801 801 801
 801 801 560 801  33 801 983 801 983 801 801 678 801 801 801 801 801 801
 801 801 801 801 801 801 445 851 445 801 801 801 801 801]"
n03337140,0.7446153846153846,0.8,0.9438461538461539,0.98,[553 553 553 ... 553 553 553],"[553 553 553 760 553 553 553 771 553 553 553 553 553 553 553 453 553 553
 553 553 553 624 553 553 553 553 553 827 553 553 553 553 553 553 553 553
 553 637 492 553 553 553 553 553 478 553 478 453 553 553]"
n03000684,0.8676716917922948,0.84,0.9455611390284757,0.9,[880 491 491 ... 491 491 695],"[491 491 491 491 491 491 491 491 491 491 518 579 491 491 537 491 491 491
 491 491 527 491 981 491 491 491 491 491 491 491 491 491 491 491 491 491
 491 695 491 491  88 491 491 491 491 695 491 491 491 491]"
n01796340,0.9115384615384615,0.86,0.9715384615384616,0.94,[81 81 81 ... 81 81 81],"[ 81 145  81  81  81  81  81  81  81  81  81  81  81  81 330  81  81  81
 970  81  81  81  81  81  81  81 102  81  81  81  81  81  81  85  81  81
  81  81 293  81  81  81  81  81  81  81  81  81   8  81]"
n03888605,0.7353846153846154,0.58,0.963076923076923,0.94,[416 702 702 ... 602 702 642],"[702 792 602 422 462 602 602 416 602 702 702 494 702 702 702 702 602 702
 702 702 702 702 702 702 733 421 602 702 702 602 702 877 476 702 602 877
 702 702 702 769 602 702 702 702 702 702 702 702 602 702]"
n04380533,0.7576923076923077,0.62,0.9446153846153846,0.86,[846 619 846 ... 619 846 846],"[846 673 619 619 846 846 846 846 846 572 846 846 846 846 619 846 846 846
 789 619 846 572 846 619 532 846 846 846 846 846 818 846 470 846 846 579
 846 846 999 846 806 846 846 883 905 879 846 846 846 619]"
n04476259,0.5992307692307692,0.46,0.8530769230769231,0.64,[849 868 868 ... 868 868 893],"[868 868 868 529 939 679 924 783 455 519 868 711 455 868 709 868 868 949
 868  31 868 787 868 868 868 539 868 415 960 723 868 591 868 666 953 868
 725 611 923 868 674 868 868 893 868 868 962 826 868 868]"
n02422106,0.9192307692307692,0.92,0.9815384615384616,0.98,[351 351 351 ... 351 351 351],"[351 351 351 351 351 351 351 351 351 351 351 351 351 351 351 351 351 351
 351 353 351 351 351 351 276 351 351 351 351 351 351 351 351 351 351 351
 347 351 351 351 351 351 351 351 351 351 351 349 351 351]"
n02859443,0.77,0.66,0.9576923076923077,0.96,[449 449 449 ... 449 449 449],"[425 540 975 449 449 449 536 449 449 449 718 449 425 449 449 449 449 449
 449 425 449 425 913 449 449 975 449 449 540 449 449 449 449 448 449 449
 449 580 449 425 913 449 536 449 449 525 449 449 449 449]"
n03929660,0.7104580812445981,0.72,0.8789974070872947,0.86,[714 714 546 ... 402 714 714],"[714 714 916 402 714 714 893 488 714 714 714 714 714 679 752 714 714 402
 714 714 893 711 714 714 714 710 507 714 714 402 714 714 714 714 714 714
 714 714 402 714 714 402 714 714 714 714 714 714 714 714]"
n02115641,0.683076923076923,0.68,0.8938461538461538,0.86,[350 273 286 ... 273 273 273],"[273 271 273 273 168 248 273 273 273 273 263 173 224 273 273 273 273 273
 173 273 151 273 291 273 227 273 273 273 273 273 273 273 273 271 273 273
 273 273 273 273 273 234 253 225 273 273 273 162 273 286]"
n02398521,0.9046153846153846,0.84,0.9792307692307692,0.92,[344 344 344 ... 344 344 344],"[236 344 344 344 344 344  36 344 344 344 344 879 344 344 344 344 344 344
 344 344 344 344 344 594 344 344 344 344 344 344 467 344 103 344 344 130
 344 344 344 344 344 344 344 344 344 344 344 344 346 344]"
n02281406,0.916923076923077,0.88,0.9838461538461538,1.0,[325 325 325 ... 325 325 326],"[325  92 325 325 325 325 325 325 325 325 325 325 325 325 325 325 325 325
 325 325 325 325 325 325 324 325 325 325 989 325 325 325 325 325 325  94
 325 325 325 325 325 325 325 325 325 325 325 324 325 985]"
n02110958,0.8415384615384616,0.92,0.9461538461538461,0.94,[254 254 254 ... 254 254 254],"[254 254 254 254 254 254 254 254 254 254 254 254 256 254 254 254 254 254
 254 254 174 254 254 254 254 254 254 254 254 254 431 254 254 254 254 254
 254 254 254 254 247 254 254 254 254 254 254 254 254 254]"
n04141076,0.8323076923076923,0.68,0.9561538461538461,0.9,[776 776 776 ... 776 776 776],"[776 776 776 776 776 513 776 776 776 776 776 971 776 151 776 776 776 776
 776 709 776 558 776 683 718 776 916 776 683 776 875 854 776 776 776 776
 558 683 776 513 776 776 776 541 776 776 683 776 776 776]"
n02437616,0.8976923076923077,0.76,0.9761538461538461,0.98,[355 355 355 ... 355 355 355],"[355 355 355 355 355 355 270 355 355 355 355 355 355 355 743 355 355 284
 355 355 355 355   9 212 355 355 355 267 355 355 355 355 246 355 355 104
 489 355 355 355 355 355 355 355 355 286 354 355 355 104]"
n02783161,0.6116504854368932,0.5,0.8818770226537217,0.84,[418 419 418 ... 684 418 418],"[418 677 784 767 418 418 418 677 563 477 418 767 418 418 440 418 418 473
 767 563 767 418 830 563 418 798 418 737 418 418 446 418 418 744 418 709
 767 709 709 418 418 418 546 629 418 418 418 767 418 418]"
n03770679,0.7530769230769231,0.46,0.9553846153846154,0.78,[717 511 627 ... 656 656 656],"[654 436 717 656 751 920 436 656 656 654 656 581 656 656 717 812 734 436
 656 675 656 511 468 656 717 475 654 656 407 734 656 656 582 208 654 751
 656 656 468 656 656 656 656 656 581 656 656 656 717 656]"
n03903868,0.722318339100346,0.52,0.9316608996539792,0.86,[708  43 562 ... 682 708 859],"[708 708 835 557 708 458 873 708 708 708 319 652 873 708 437 708 442 708
 708 873 708 708 442 698 668 863 708 708 708 442 708 708 708 818 863 708
 708 708 832 708 682 708 682 756 708 682 708 458 682 708]"
n04515003,0.8776923076923077,0.8,0.9661538461538461,0.92,[881 881 881 ... 881 881 881],"[822 881 881 881 881 881 579 881 881 881 579 881 579 881 881 881 525 881
 881 881 881 881 881 881 940 881 881 881 881 881 579 881 881 421 881 881
 881 881 881 881 579 881 881 881 881 881 881 881 881 845]"
n03733131,0.9053846153846153,0.9,0.9715384615384616,0.96,[645 645 972 ... 682 645 645],"[645 645 645 645 645 645 645 170 645 645 645 645 645 645 645 645 824 645
 645 645 389 645 645 645 645 645 645 645 489 645 645 645 645 645 645 645
 645 645 645 645 645 645 645 880 645 645 645 645 645 645]"
